sent-id,disj_count,min_dep_length,conj_count,mean_dep_length,token_count,verb_count,max_dep_length,class_score,flesh_reading_ease,is_sent,big_np_count,big_pp_count,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized
42356,0,1,0,3.09,12,1,9,1.0,85.69,1,0,0,sneak-preview,Erst später kann man ihn öfters und in vielen Kinos anschauen.,3_long,Film_und_Kino|Seiten_mit_defekten_Dateilinks,2017-10-23T06:43:33Z,48f66906899cc4a9477b6c9e32ff4424,0:=Erst 1:=später 2:=kann 3:=man 4:=ihn 5:=öfters 6:=und 7:=in 8:=vielen 9:=Kinos 10:=anschauen.
10119,0,1,0,2.38,9,1,5,0.57,71.82,1,1,0,demenz,Menschen mit Demenz können sich immer weniger merken.,3_short,Gesundheit|Seiten_mit_defekten_Dateilinks,2012-10-27T17:19:13Z,a6e7bfd89d5771b450c4ab0f5c2996e5,0:=Menschen 1:=mit 2:=Demenz 3:=können 4:=sich 5:=immer 6:=weniger 7:=merken.
9893,0,1,0,2.0,6,1,4,0.83,83.32,1,0,0,datenschutz,Darum müssen Daten ge-schützt werden.,3_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Darum 1:=müssen 2:=Daten 3:=ge-schützt 4:=werden.
29526,0,1,0,2.82,12,1,9,1.0,69.79,1,1,0,madchenname,"Der Mädchen-name ist der Nach-name, den sie als Mädchen hatte.",4_long,Familie,2018-08-01T19:53:07Z,8e7384e75d1b209269510d9b5cd29494,"0:=Der 1:=Mädchen-name 2:=ist 3:=der 4:=Nach-name, 5:=den 6:=sie 7:=als 8:=Mädchen 9:=hatte."
9880,0,1,0,1.71,8,1,6,0.68,64.37,1,1,0,datenschutz-grundverordnung,Es schützt Angaben und Daten von Personen.,1_short,Recht_und_Gesetz,2018-06-04T15:22:46Z,48f66906899cc4a9477b6c9e32ff4424,0:=Es 1:=schützt 2:=Angaben 3:=und 4:=Daten 5:=von 6:=Personen.
12101,0,1,0,2.29,8,1,6,1.0,106.67,1,1,0,ecall,Manche sagen eCall ist eine schlechte Technik.,28_long,Ohne_Kategorie,2014-12-31T12:07:06Z,28d34f2e053dee2c0e9399a7924cd978,0:=Manche 1:=sagen 2:=eCall 3:=ist 4:=eine 5:=schlechte 6:=Technik.
27260,0,1,0,2.11,10,0,7,0.96,96.18,1,1,0,kriterium,Ein Kriterium ist ein wichtiger Punkt für eine Sache.,0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2017-08-29T13:47:33Z,8e384e35a2bd67eaeb964edc16d2f92c,0:=Ein 1:=Kriterium 2:=ist 3:=ein 4:=wichtiger 5:=Punkt 6:=für 7:=eine 8:=Sache.
42067,0,1,0,2.0,8,1,5,1.0,81.29,1,0,0,siri,Bei Android heißt die Sprach-steuerung Google Now.,12_long,Computer,2012-09-13T08:37:54Z,72fb5f8156adf1b638fc9bd1fa6cdbcf,0:=Bei 1:=Android 2:=heißt 3:=die 4:=Sprach-steuerung 5:=Google 6:=Now.
2141,0,1,0,1.67,7,1,4,0.96,73.85,1,1,0,anschlag-in-charlottesville,Und über 19 Menschen sind verletzt.,10_long,Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-08-20T04:11:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=über 2:=19 3:=Menschen 4:=sind 5:=verletzt.
29614,0,1,0,2.78,10,1,6,0.94,96.18,1,1,0,magnus-carlsen,So viele Punkte hat noch niemand vor ihm gehabt.,10_long,Personen,2013-11-21T07:26:20Z,28d34f2e053dee2c0e9399a7924cd978,0:=So 1:=viele 2:=Punkte 3:=hat 4:=noch 5:=niemand 6:=vor 7:=ihm 8:=gehabt.
12518,0,1,0,1.89,10,2,5,0.98,88.74,1,0,0,einkommen,"Wenn du arbeitest, \newline dann bekommst du Geld.",0_long,Geld,2021-10-27T16:11:52Z,4e761a928113c1f23dda0939b1022778,"0:=Wenn 1:=du 2:=arbeitest, 3:=\newline 4:=dann 5:=bekommst 6:=du 7:=Geld."
29253,0,1,0,3.0,13,2,11,1.0,84.68,1,1,0,loukanikos,Viele sagen er hat sehr viel schlechte Mittel von den Polizisten eingeatmet.,9_long,Tiere|Geschichte,2015-07-11T10:21:37Z,ab8b95b239ab89dbdb8f1d627a1f238a,0:=Viele 1:=sagen 2:=er 3:=hat 4:=sehr 5:=viel 6:=schlechte 7:=Mittel 8:=von 9:=den 10:=Polizisten 11:=eingeatmet.
26921,0,1,0,2.44,10,2,6,1.0,45.42,1,0,0,korea-konflikt,Nord-korea und Süd-korea streiten darum wem die Insel gehört.,8_long,Geopolitik|Politik|Aus_den_Nachrichten,2018-02-18T07:36:44Z,48f66906899cc4a9477b6c9e32ff4424,0:=Nord-korea 1:=und 2:=Süd-korea 3:=streiten 4:=darum 5:=wem 6:=die 7:=Insel 8:=gehört.
29369,0,1,0,3.0,11,2,9,1.0,104.64,1,0,0,lugenpresse,Es heißt: was in der Zeitung steht ist falsch.,1_short,Ohne_Kategorie,2015-01-13T10:59:41Z,af28a20dfb151690981ee13d72ce655c,0:=Es 1:=heißt: 2:=was 3:=in 4:=der 5:=Zeitung 6:=steht 7:=ist 8:=falsch.
27236,0,1,0,2.44,10,2,4,0.98,62.34,1,1,0,krimkrise,Die Gruppen die sich streiten können sich nicht entscheiden.,1_long,Politik|Geopolitik|Seiten_mit_defekten_Dateilinks,2015-08-02T10:35:14Z,af28a20dfb151690981ee13d72ce655c,0:=Die 1:=Gruppen 2:=die 3:=sich 4:=streiten 5:=können 6:=sich 7:=nicht 8:=entscheiden.
27281,0,1,0,3.11,10,1,8,0.73,113.1,1,0,0,kryptowahrung,Darum muss man keine Gebühren an die Bank be-zahlen.,12_long,Geld,2018-12-19T14:08:31Z,48f66906899cc4a9477b6c9e32ff4424,0:=Darum 1:=muss 2:=man 3:=keine 4:=Gebühren 5:=an 6:=die 7:=Bank 8:=be-zahlen.
29610,0,1,0,2.25,9,0,5,1.0,75.88,1,0,1,magnus-carlsen,Seit dem 22. November 2013 ist er Schachweltmeister.,6_long,Personen,2013-11-21T07:26:20Z,28d34f2e053dee2c0e9399a7924cd978,0:=Seit 1:=dem 2:=22. 3:=November 4:=2013 5:=ist 6:=er 7:=Schachweltmeister.
42166,0,1,0,1.8,6,0,4,1.0,117.16,1,0,0,sixtinische-kapelle,Sie ist in der Vatikanstadt.,1_short,Ort|Seiten_mit_defekten_Dateilinks,2013-03-12T07:06:15Z,7b5adf57ed2178795004f4c052333f37,0:=Sie 1:=ist 2:=in 3:=der 4:=Vatikanstadt.
29498,0,1,0,1.62,11,0,3,0.47,79.26,0,1,0,machthaber,Beispiele für Deutschland: \newline Der Bundeskanzler ist ein Machthaber.,1_long,Politik,2014-03-28T10:33:08Z,a9f29492ed8786de5125371472bcc003,0:=Beispiele 1:=für 2:=Deutschland: 3:=\newline 4:=Der 5:=Bundeskanzler 6:=ist 7:=ein 8:=Machthaber.
1770,0,1,0,2.73,12,1,8,1.0,68.77,1,2,1,anarchismus,Menschen im Anarchismus geben gerne etwas von ihren eigenen Sachen ab.,17_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Menschen 1:=im 2:=Anarchismus 3:=geben 4:=gerne 5:=etwas 6:=von 7:=ihren 8:=eigenen 9:=Sachen 10:=ab.
1702,0,1,0,2.0,8,1,4,1.0,115.13,1,0,0,anakonda,In der Nacht geht sie auf Jagd.,10_long,Tiere|Reptilien,2021-03-30T09:18:50Z,5fa944995d8c21065f2309550624baf9,0:=In 1:=der 2:=Nacht 3:=geht 4:=sie 5:=auf 6:=Jagd.
9844,0,1,0,1.5,9,1,3,0.99,113.1,0,0,0,das-wort-zum-sonntag,Die Sendung gibt es seit dem 8. Mai 1954.,5_long,Seiten_mit_defekten_Dateilinks|Radio_und_Fernsehen|Religion,2014-07-07T12:00:05Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Die 1:=Sendung 2:=gibt 3:=es 4:=seit 5:=dem 6:=8. 7:=Mai 8:=1954.
29583,0,1,0,1.4,6,0,3,1.0,66.4,1,0,0,maghreb,Die Maghreb-staaten sind in Afrika.,0_long,Länder|Seiten_mit_defekten_Dateilinks,2016-02-27T16:58:57Z,7b5adf57ed2178795004f4c052333f37,0:=Die 1:=Maghreb-staaten 2:=sind 3:=in 4:=Afrika.
27178,0,1,0,2.43,8,1,5,0.99,89.75,1,0,0,krawatte,Eine Krawatte wird um den Hals gebunden.,1_short,Kleider,2015-04-06T18:57:54Z,4189117576b2876ec34dc7db77b24cb6,0:=Eine 1:=Krawatte 2:=wird 3:=um 4:=den 5:=Hals 6:=gebunden.
12190,0,1,0,1.71,8,1,3,0.96,81.29,1,1,0,edgar-allan-poe,Die Geschichten von Poe beeinflussen Jules Verne.,5_long,Personen,2022-01-19T07:15:51Z,e800bebc9060331edfac65e663a55570,0:=Die 1:=Geschichten 2:=von 3:=Poe 4:=beeinflussen 5:=Jules 6:=Verne.
1234,0,1,0,1.73,13,1,4,0.93,91.27,1,0,0,allerheiligen,Er hat gesagt: \newline Der 1. November soll ein Feier-tag sein.,18_long,Religion|Seiten_mit_defekten_Dateilinks,2015-11-01T12:22:09Z,7b5adf57ed2178795004f4c052333f37,0:=Er 1:=hat 2:=gesagt: 3:=\newline 4:=Der 5:=1. 6:=November 7:=soll 8:=ein 9:=Feier-tag 10:=sein.
29632,0,1,0,2.25,9,1,6,1.0,73.85,1,0,0,mahatma-gandhi,"In Sanskrit heißt Mahatma ""Große Seele"".",10_long,Personen|Geschichte|Hurraki:Überarbeiten,2016-01-24T14:10:25Z,ab8e1e48a3f3355687558d8cb4fd204d,"0:=In 1:=Sanskrit 2:=heißt 3:=Mahatma 4:=""Große 5:=Seele""."
29432,0,1,0,2.33,10,1,5,1.0,96.18,1,1,1,luiz-inacio-lula-da-silva,Am 10. Februar 1980 gründen sie eine neue Partei.,39_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,0:=Am 1:=10. 2:=Februar 3:=1980 4:=gründen 5:=sie 6:=eine 7:=neue 8:=Partei.
26883,0,1,0,2.71,23,2,10,0.98,68.1,0,0,0,kopfsalat,"Zum Beispiel: \newline Wenn die Temperatur 0 Grad Celsius beträgt, \newline dann kann man Kopf-salat 8 bis 12 Tage lagern.",10_long,Essen_und_Trinken|Natur,2022-01-12T15:29:05Z,e800bebc9060331edfac65e663a55570,"0:=Zum 1:=Beispiel: 2:=\newline 3:=Wenn 4:=die 5:=Temperatur 6:=0 7:=Grad 8:=Celsius 9:=beträgt, 10:=\newline 11:=dann 12:=kann 13:=man 14:=Kopf-salat 15:=8 16:=bis 17:=12 18:=Tage 19:=lagern."
10109,0,1,0,1.25,5,1,2,0.98,75.88,1,0,0,demenz,Eine Demenz-art heißt Alzheimer.,22_long,Gesundheit|Seiten_mit_defekten_Dateilinks,2012-10-27T17:19:13Z,a6e7bfd89d5771b450c4ab0f5c2996e5,0:=Eine 1:=Demenz-art 2:=heißt 3:=Alzheimer.
12520,0,1,0,1.88,10,1,4,0.69,22.07,0,0,0,einkommen,Beispiel:  \newline Marco arbeitet in einer Auto-werkstatt.,2_long,Geld,2021-10-27T16:11:52Z,4e761a928113c1f23dda0939b1022778,0:=Beispiel: 1:= 2:=\newline 3:=Marco 4:=arbeitet 5:=in 6:=einer 7:=Auto-werkstatt.
12453,0,1,0,2.29,8,1,6,1.0,89.75,1,0,0,einen-schlussstrich-ziehen,Vielleicht kommt dieser Spruch aus der Buchführung.,2_long,Redewendungen|Seiten_mit_defekten_Dateilinks,2021-12-30T22:23:38Z,e800bebc9060331edfac65e663a55570,0:=Vielleicht 1:=kommt 2:=dieser 3:=Spruch 4:=aus 5:=der 6:=Buchführung.
12202,0,1,0,3.67,10,1,8,0.98,36.96,1,0,0,edward-snowden,Danach hat er als Computer Techniker für Geheimdienste gearbeitet.,4_long,Personen,2013-07-05T06:23:04Z,6275ee07d0785a2da491fbb224064f23,0:=Danach 1:=hat 2:=er 3:=als 4:=Computer 5:=Techniker 6:=für 7:=Geheimdienste 8:=gearbeitet.
1097,0,1,0,2.27,12,1,8,0.99,74.35,1,0,1,alexander-sergejewitsch-puschkin,Alexander Sergejewitsch Puschkin kommt am 6. Juni 1799 auf die Welt.,0_long,Personen|Seiten_mit_defekten_Dateilinks,2022-02-23T15:16:44Z,e800bebc9060331edfac65e663a55570,0:=Alexander 1:=Sergejewitsch 2:=Puschkin 3:=kommt 4:=am 5:=6. 6:=Juni 7:=1799 8:=auf 9:=die 10:=Welt.
29440,0,1,0,3.57,15,2,11,1.0,92.12,1,2,0,luiz-inacio-lula-da-silva,"Die Partei PT hilft mit, damit es eine neue Verfassung in Brasilien gibt.",47_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,"0:=Die 1:=Partei 2:=PT 3:=hilft 4:=mit, 5:=damit 6:=es 7:=eine 8:=neue 9:=Verfassung 10:=in 11:=Brasilien 12:=gibt."
27127,0,1,0,2.0,8,0,6,1.0,106.67,1,1,0,krankenversicherung,Es ist eine Ab-sicherung gegen krank sein.,1_short,Arbeit,2021-10-26T07:49:24Z,4e761a928113c1f23dda0939b1022778,0:=Es 1:=ist 2:=eine 3:=Ab-sicherung 4:=gegen 5:=krank 6:=sein.
27047,0,1,0,2.67,7,1,5,1.0,90.77,1,0,0,krafttraining,Man kann Kraft-training mit Geräten machen.,2_long,Sport|Seiten_mit_defekten_Dateilinks,2019-10-28T08:05:49Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Man 1:=kann 2:=Kraft-training 3:=mit 4:=Geräten 5:=machen.
9668,0,1,0,2.14,8,1,4,1.0,89.75,1,0,0,currywurst,Oder die Wurst wird mit Curry-Ketchup übergossen.,5_long,Essen_und_Trinken,2019-05-23T21:15:19Z,cb1e31ab104c40efee60452f9427ce6d,0:=Oder 1:=die 2:=Wurst 3:=wird 4:=mit 5:=Curry-Ketchup 6:=übergossen.
42258,0,1,0,2.12,9,1,6,1.0,83.32,1,0,0,slackline,"Die Tricks nennt man: ""Tricklines"".",5_long,Sport,2012-10-07T13:48:29Z,d4171b2c36772be4cad75ef4078874bd,"0:=Die 1:=Tricks 2:=nennt 3:=man: 4:=""Tricklines""."
42078,0,1,0,3.12,9,2,7,1.0,81.29,1,0,0,sit-in,"Sie zeigen, dass sie Rassismus schlecht finden.",7_long,Politik,2018-05-01T06:26:34Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Sie 1:=zeigen, 2:=dass 3:=sie 4:=Rassismus 5:=schlecht 6:=finden."
27119,0,1,0,2.08,14,1,7,0.97,94.15,1,0,0,krankenversicherung,"Wenn du krank bist,  \newline dann gehst du vielleicht zum Arzt.",0_long,Arbeit,2021-10-26T07:49:24Z,4e761a928113c1f23dda0939b1022778,"0:=Wenn 1:=du 2:=krank 3:=bist, 4:= 5:=\newline 6:=dann 7:=gehst 8:=du 9:=vielleicht 10:=zum 11:=Arzt."
12300,0,1,0,1.5,5,1,2,1.0,75.88,1,0,0,ehe,Beide zusammen heißen Ehe-leute.,23_long,Recht_und_Gesetz,2019-01-14T08:43:52Z,48f66906899cc4a9477b6c9e32ff4424,0:=Beide 1:=zusammen 2:=heißen 3:=Ehe-leute.
27187,0,1,0,3.27,12,2,9,0.97,85.69,1,1,0,kredenzen,Beim kredenzen schenkt man etwas zu trinken in ein Glas ein.,0_short,Essen_und_Trinken,2012-10-04T09:39:58Z,a9f29492ed8786de5125371472bcc003,0:=Beim 1:=kredenzen 2:=schenkt 3:=man 4:=etwas 5:=zu 6:=trinken 7:=in 8:=ein 9:=Glas 10:=ein.
42401,0,1,0,2.33,7,1,5,1.0,99.23,1,1,0,social-bot,Es gibt auch noch andere Bots.,11_long,Internet|Seiten_mit_defekten_Dateilinks,2017-08-13T08:57:11Z,28d34f2e053dee2c0e9399a7924cd978,0:=Es 1:=gibt 2:=auch 3:=noch 4:=andere 5:=Bots.
26944,0,1,0,2.62,9,1,6,0.99,114.12,1,0,0,korperbemalung,Die Farbe geht nach einiger Zeit wieder weg.,3_long,Kleider|Seiten_mit_defekten_Dateilinks,2015-06-05T15:33:34Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Die 1:=Farbe 2:=geht 3:=nach 4:=einiger 5:=Zeit 6:=wieder 7:=weg.
1487,0,1,0,2.27,12,2,6,1.0,46.44,0,0,0,altweibersommer, • Die Blätter von Bäumen verfärben sich (siehe Herbstanfang),5_long,Natur,2013-09-28T11:41:10Z,eaab3232dd7a824a6a774fd2f2814e47,0:= 1:=• 2:=Die 3:=Blätter 4:=von 5:=Bäumen 6:=verfärben 7:=sich 8:=(siehe 9:=Herbstanfang)
29236,0,1,0,3.0,9,1,6,1.0,63.36,1,1,0,louis-braille,Die Nacht-schrift hat der Hauptmann Charles Barbier erfunden.,19_long,Personen|Seiten_mit_defekten_Dateilinks,2017-01-05T18:57:57Z,28d34f2e053dee2c0e9399a7924cd978,0:=Die 1:=Nacht-schrift 2:=hat 3:=der 4:=Hauptmann 5:=Charles 6:=Barbier 7:=erfunden.
42473,0,1,0,2.75,9,2,7,1.0,105.66,1,0,0,software,Software sagt dem Gerät was es machen muss.,2_short,Computer|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2012-09-13T07:56:43Z,72fb5f8156adf1b638fc9bd1fa6cdbcf,0:=Software 1:=sagt 2:=dem 3:=Gerät 4:=was 5:=es 6:=machen 7:=muss.
1990,0,1,0,1.8,6,0,4,0.99,117.16,1,0,0,anschlag-am-1-januar-2017-istanbul,Das ist in der Türkei.,8_short,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2017-01-03T08:02:25Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=ist 2:=in 3:=der 4:=Türkei.
2012,0,1,0,2.5,9,1,6,1.0,80.28,1,0,0,anschlag-am-12-januar-2016-in-istanbul,10 Menschen sind bei dem Anschlag getötet worden.,10_long,Ohne_Kategorie|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2016-01-12T19:45:16Z,af28a20dfb151690981ee13d72ce655c,0:=10 1:=Menschen 2:=sind 3:=bei 4:=dem 5:=Anschlag 6:=getötet 7:=worden.
42288,0,1,0,2.71,8,1,6,0.99,89.75,1,0,0,sledge-eishockey,Bei einem Foul wird die Zeit angehalten.,12_long,Sport|Paralympics,2012-01-07T18:34:17Z,d4171b2c36772be4cad75ef4078874bd,0:=Bei 1:=einem 2:=Foul 3:=wird 4:=die 5:=Zeit 6:=angehalten.
1408,0,1,0,1.6,6,1,3,1.0,117.16,1,0,0,altersarmut,Die Renten-kassen haben wenig Geld.,7_long,Politik|Arbeit|Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2017-12-24T13:05:44Z,48f66906899cc4a9477b6c9e32ff4424,0:=Die 1:=Renten-kassen 2:=haben 3:=wenig 4:=Geld.
42408,0,1,0,2.25,9,1,7,0.92,71.82,0,1,0,social-media,Zum Beispiel eine Bewertung über ein Restaurant schreiben.,2_long,Internet|Seiten_mit_defekten_Dateilinks,2017-04-06T06:33:10Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zum 1:=Beispiel 2:=eine 3:=Bewertung 4:=über 5:=ein 6:=Restaurant 7:=schreiben.
12395,0,1,0,1.8,6,1,4,1.0,117.16,1,0,0,eierwarmer,Damit das Ei warm bleibt.,2_short,Essen_und_Trinken,2019-04-04T09:58:35Z,48f66906899cc4a9477b6c9e32ff4424,0:=Damit 1:=das 2:=Ei 3:=warm 4:=bleibt.
12206,0,1,0,2.67,13,3,11,1.0,68.77,1,0,0,edward-snowden,"Das heißt, er glaubt die Geheimdienste halten sich nicht an Gesetze.",8_long,Personen,2013-07-05T06:23:04Z,6275ee07d0785a2da491fbb224064f23,"0:=Das 1:=heißt, 2:=er 3:=glaubt 4:=die 5:=Geheimdienste 6:=halten 7:=sich 8:=nicht 9:=an 10:=Gesetze."
29246,0,1,0,2.0,6,0,4,1.0,100.24,1,0,0,loukanikos,Dadurch wurde Loukanikos sehr bekannt.,2_long,Tiere|Geschichte,2015-07-11T10:21:37Z,ab8b95b239ab89dbdb8f1d627a1f238a,0:=Dadurch 1:=wurde 2:=Loukanikos 3:=sehr 4:=bekannt.
9775,0,1,0,2.93,15,1,8,1.0,84.68,1,2,0,dandy-wortklarung,Zum Beispiel: • Ein Dandy ist ein Mann der sehr auffallende Kleider anzieht.,1_short,Wörter_mit_verschiedenen_Bedeutungen,2018-10-26T12:54:51Z,28d34f2e053dee2c0e9399a7924cd978,0:=Zum 1:=Beispiel: 2:=• 3:=Ein 4:=Dandy 5:=ist 6:=ein 7:=Mann 8:=der 9:=sehr 10:=auffallende 11:=Kleider 12:=anzieht.
1470,0,1,0,2.86,8,1,6,1.0,55.91,1,0,0,altstadt,Oft sind in einer Alt-stadt Motor-fahrzeuge verboten.,6_long,Stadt,2019-05-13T09:38:11Z,48f66906899cc4a9477b6c9e32ff4424,0:=Oft 1:=sind 2:=in 3:=einer 4:=Alt-stadt 5:=Motor-fahrzeuge 6:=verboten.
1073,0,1,0,2.56,10,1,5,1.0,87.72,1,0,1,alexander-graham-bell,Seit dem Jahr 1868 gibt Alexander Graham Bell Sprech-unterricht.,21_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Seit 1:=dem 2:=Jahr 3:=1868 4:=gibt 5:=Alexander 6:=Graham 7:=Bell 8:=Sprech-unterricht.
9686,0,1,0,1.71,8,0,5,1.0,55.91,1,1,0,cyber-monday,Cyber Monday ist ein Einkaufs-tag im Internet.,0_long,Gedenktage_und_Aktionstage|Seiten_mit_defekten_Dateilinks,2019-12-05T21:56:26Z,48f66906899cc4a9477b6c9e32ff4424,0:=Cyber 1:=Monday 2:=ist 3:=ein 4:=Einkaufs-tag 5:=im 6:=Internet.
29458,0,1,0,2.38,15,1,7,1.0,58.28,1,0,0,luiz-inacio-lula-da-silva,In der Verfassung steht: \newline Man darf nur 2 mal hintereinander Präsident sein.,65_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,0:=In 1:=der 2:=Verfassung 3:=steht: 4:=\newline 5:=Man 6:=darf 7:=nur 8:=2 9:=mal 10:=hintereinander 11:=Präsident 12:=sein.
42043,0,1,0,2.14,8,0,6,1.0,64.37,1,1,0,singular,Singular ist ein anderes Wort für Ein-zahl.,0_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2021-01-05T10:43:19Z,071517655685f140a415c26a1bfd2837,0:=Singular 1:=ist 2:=ein 3:=anderes 4:=Wort 5:=für 6:=Ein-zahl.
12465,0,1,0,3.07,15,1,13,1.0,84.68,1,0,1,einfache-sprache,"Das heißt,  \newline die Sätze können länger als bei Leichter Sprache sein.",7_long,Sprache|Hurraki|Leichte_Sprache,2015-01-01T19:58:21Z,be9da3e660311583f64df8d974bcb2fe,"0:=Das 1:=heißt, 2:= 3:=\newline 4:=die 5:=Sätze 6:=können 7:=länger 8:=als 9:=bei 10:=Leichter 11:=Sprache 12:=sein."
42433,0,1,0,2.0,7,1,3,0.98,73.85,1,0,0,sockenhalter,Zu den Socken-halter gehören auch Strapse.,6_long,Kleider|Seiten_mit_defekten_Dateilinks,2017-01-21T07:54:59Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zu 1:=den 2:=Socken-halter 3:=gehören 4:=auch 5:=Strapse.
12291,0,1,0,2.12,9,1,5,1.0,105.66,1,1,0,ehe,Zum Beispiel das man einen besseren Status hat.,14_long,Recht_und_Gesetz,2019-01-14T08:43:52Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zum 1:=Beispiel 2:=das 3:=man 4:=einen 5:=besseren 6:=Status 7:=hat.
26973,0,1,0,2.33,7,0,5,1.0,90.77,1,0,0,korpergewicht,Körper-gewicht ist wie schwer man ist.,0_short,Gesundheit|Seiten_mit_defekten_Dateilinks,2019-12-27T09:05:27Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Körper-gewicht 1:=ist 2:=wie 3:=schwer 4:=man 5:=ist.
10014,0,1,0,1.6,6,0,3,1.0,100.24,1,0,0,deckname,Ein Deck-name ist ein Schutz.,0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-01-19T20:23:11Z,48f66906899cc4a9477b6c9e32ff4424,0:=Ein 1:=Deck-name 2:=ist 3:=ein 4:=Schutz.
29340,0,1,0,1.25,5,1,2,1.0,33.58,1,0,0,luftpolsterfolie,Die Luft-polster-folie hat Luft-blasen.,0_long,Verpackung,2014-04-21T08:23:12Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Die 1:=Luft-polster-folie 2:=hat 3:=Luft-blasen.
29378,0,1,0,2.0,7,0,3,0.98,118.18,1,0,0,luge, • Schnee ist nicht weiß.,8_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-03-01T17:39:00Z,017ecada082ed42bbfc77d89d4b14406,0:= 1:=• 2:=Schnee 3:=ist 4:=nicht 5:=weiß.
12271,0,1,0,2.25,9,1,6,1.0,88.74,1,0,0,ehegattensplitting,Verheiratete Leute können mit der Regel Steuern sparen.,27_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2014-07-17T09:07:41Z,cfbe77d115cd524def4ccbe596a54842,0:=Verheiratete 1:=Leute 2:=können 3:=mit 4:=der 5:=Regel 6:=Steuern 7:=sparen.
1438,0,1,0,1.5,9,2,3,1.0,63.36,1,0,0,altestenrat,Der Ältestenrat schaut das alle Arbeiten gemacht werden.,7_long,Recht_und_Gesetz|Politik|Seiten_mit_defekten_Dateilinks,2015-05-17T14:32:45Z,af28a20dfb151690981ee13d72ce655c,0:=Der 1:=Ältestenrat 2:=schaut 3:=das 4:=alle 5:=Arbeiten 6:=gemacht 7:=werden.
26926,0,1,0,2.09,12,1,10,1.0,34.93,1,1,2,korea-konflikt,Es gibt viele verschiedene Meinungen zum Streit zwischen Nord-korea und Süd-korea.,13_long,Geopolitik|Politik|Aus_den_Nachrichten,2018-02-18T07:36:44Z,48f66906899cc4a9477b6c9e32ff4424,0:=Es 1:=gibt 2:=viele 3:=verschiedene 4:=Meinungen 5:=zum 6:=Streit 7:=zwischen 8:=Nord-korea 9:=und 10:=Süd-korea.
1821,0,1,0,3.22,10,2,8,0.71,37.98,1,0,0,angeln,Angeln heißt: \newline Fische mit einer Angel-rute fangen.,0_short,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2013-01-15T08:55:46Z,b950d35f9da29c3fdd02c8ad471d9965,0:=Angeln 1:=heißt: 2:=\newline 3:=Fische 4:=mit 5:=einer 6:=Angel-rute 7:=fangen.
10140,0,1,0,2.5,9,0,4,1.0,105.66,1,0,1,demeter,In der römischen Sage ist ihr Name Ceres.,4_short,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2022-01-29T14:24:42Z,e800bebc9060331edfac65e663a55570,0:=In 1:=der 2:=römischen 3:=Sage 4:=ist 5:=ihr 6:=Name 7:=Ceres.
29459,0,1,0,4.17,13,1,11,1.0,93.14,1,0,1,luiz-inacio-lula-da-silva,Deswegen hat Lula bei der Wahl im Jahr 2010 nicht mit gemacht.,66_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,0:=Deswegen 1:=hat 2:=Lula 3:=bei 4:=der 5:=Wahl 6:=im 7:=Jahr 8:=2010 9:=nicht 10:=mit 11:=gemacht.
