sentence,tree,is_sent
Ein Deck-name ist ein Schutz.,(S (NP (ART Ein) (NN Deck-name)) (VAFIN ist) (NP (ART ein) (NN Schutz))) ($. .),True
Der Deck-name soll den echten Namen verschleiern.,(S (NP (ART Der) (NN Deck-name)) (VMFIN soll) (VP (NP (ART den) (ADJA echten) (NN Namen)) (VVINF verschleiern))) ($. .),True
Ein Deck-name können einzelne Personen benutzten.,(S (NP (ART Ein) (NN Deck-name)) (VMFIN können) (NP (ADJA einzelne) (NN Personen)) (VP (VVINF benutzten))) ($. .),True
Oder ein Projekt.,(CNP (KON Oder) (NP (ART ein) (NN Projekt))) ($. .),False
Oft werden Deck-namen von Geheim-diensten benutzt.,(S (ADV Oft) (VAFIN werden) (NP (NN Deck-namen) (PP (APPR von) (NN Geheim-diensten))) (VP (VVPP benutzt))) ($. .),True
Oder Menschen benutzten im Internet einen Deck-namen.,(S (KON Oder) (NN Menschen) (VVFIN benutzten) (PP (APPRART im) (NN Internet)) (NP (ART einen) (NN Deck-namen))) ($. .),True
Damit sie unerkannt bleiben.,(S (KOUS Damit) (PPER sie) (ADJD unerkannt) (VVFIN bleiben)) ($. .),True
Ein Deck-name ist ein falscher Name.,(S (NP (ART Ein) (NN Deck-name)) (VAFIN ist) (NP (ART ein) (ADJA falscher) (NN Name))) ($. .),True
Ein Deck-name benutzt man um seinen echten Namen nicht zu sagen.,(S (NP (ART Ein) (NN Deck-name)) (VVFIN benutzt) (PIS man) (PP (APPR um) (PPOSAT seinen) (ADJA echten) (NN Namen)) (PTKNEG nicht) (VP (VZ (PTKZU zu) (VVINF sagen)))) ($. .),True
Computer-netze und Maschinen werden durch Deep Learning besser und schlauer.,(S (CNP (NN Computer-netze) (KON und) (NN Maschinen)) (VAFIN werden) (PP (APPR durch) (CH (FM Deep) (FM Learning))) (CAP (ADJD besser) (KON und) (ADJD schlauer))) ($. .),True
Deep Learning sind Verbesserungen in Computer-netzen.,(S (PN (FM Deep) (FM Learning)) (VAFIN sind) (NP (NN Verbesserungen) (PP (APPR in) (NN Computer-netzen)))) ($. .),True
"Das heißt, \newline Computer-netze lernen selbst neue Sachen.","(S (PDS Das) (VVFIN heißt)) ($, ,) (S (ADJA \newline) (NN Computer-netze) (VVFIN lernen) (ADV selbst) (NP (ADJA neue) (NN Sachen))) ($. .)",True
Zum Beispiel bei Übersetzungs-programmen.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR bei) (NN Übersetzungs-programmen)) ($. .),False
"Aus den Daten die man in das Übersetzungs-programm eingibt, \newline lernt das Übersetzungs-programm neue Sachen.","(APPR Aus) (ART den) (NN Daten) (PP (S (PRELS die) (PIS man) (PP (APPR in) (ART das) (NN Übersetzungs-programm)) (VVFIN eingibt))) ($, ,) (S (NE \newline) (VVFIN lernt) (NP (ART das) (NN Übersetzungs-programm)) (NP (ADJA neue) (NN Sachen))) ($. .)",True
Das Deep Web sind Seiten im Internet.,(S (NP (ART Das) (PN (NE Deep) (NE Web))) (VAFIN sind) (NN Seiten) (PP (APPRART im) (NN Internet))) ($. .),True
Sie heißen Deep Web weil normale Such-maschinen die Seiten nicht kennen.,(S (PPER Sie) (VVFIN heißen) (PN (NE Deep) (NE Web)) (S (KOUS weil) (NP (ADJA normale) (NN Such-maschinen)) (NP (ART die) (NN Seiten)) (PTKNEG nicht) (VVFIN kennen))) ($. .),True
Du kannst die Seiten nur aufrufen wenn du die Internet-adresse weißt.,(S (PPER Du) (VMFIN kannst) (NP (ART die) (NN Seiten)) (ADV nur) (VP (VVINF aufrufen)) (KOUS wenn) (PPER du) (NP (ART die) (NN Internet-adresse)) (VVFIN weißt)) ($. .),True
Einige dieser Seiten sind durch ein Pass-wort geschützt.,(S (NP (PIS Einige) (NP (PDAT dieser) (NN Seiten))) (VAFIN sind) (VP (PP (APPR durch) (ART ein) (NN Pass-wort)) (VVPP geschützt))) ($. .),True
Du kannst sie nur lesen wenn du das Pass-wort kennst.,(S (PPER Du) (VMFIN kannst) (PPER sie) (ADV nur) (VP (VVINF lesen)) (KOUS wenn) (PPER du) (NP (ART das) (NN Pass-wort)) (VVFIN kennst)) ($. .),True
Das Deep Web wird oft mit dem Darknet verwechselt.,(S (NP (ART Das) (PN (NE Deep) (NE Web))) (VAFIN wird) (VP (ADV oft) (PP (APPR mit) (ART dem) (NE Darknet)) (VVPP verwechselt))) ($. .),True
Die Themen auf Seiten im Darknet sind oft nicht erlaubt.,(S (NP (ART Die) (NN Themen) (PP (APPR auf) (NN Seiten) (PP (APPRART im) (NE Darknet)))) (VAFIN sind) (VP (ADV oft) (PTKNEG nicht) (VVPP erlaubt))) ($. .),True
Deeskalation macht man zum Beispiel bei Demonstrationen.,(S (NN Deeskalation) (VVFIN macht) (PIS man) (PP (PP (APPRART zum) (NN Beispiel)) (APPR bei) (NN Demonstrationen))) ($. .),True
Damit es zu keinem Streit kommt.,(S (KOUS Damit) (PPER es) (PP (APPR zu) (PIAT keinem) (NN Streit)) (VVFIN kommt)) ($. .),True
Das Gegenteil von Deeskalation ist: \newline Eskalation \newline  \newline Das Wort Deeskalation ist ein Substantiv.,(S (NP (ART Das) (NN Gegenteil) (PP (APPR von) (NN Deeskalation))) (VAFIN ist)) ($. :) (XY \newline),True
Deeskalation bedeutet: \newline einen Streit verhindern \newline  \newline Das heißt: \newline dass der Streit gar nicht erst passiert.,(S (NN Deeskalation) (VVFIN bedeutet)) ($. :) (FM \newline) (NP (ART einen) (NN Streit)) (VVINF verhindern) (FM \newline) (XY  ) (XY \newline),True
"De-fenestration ist lateinisch und heißt ""herab-Fenster"".","(CS (S (FM De-fenestration) (VAFIN ist) (ADJD lateinisch)) (KON und) (S (VVFIN heißt))) ($LRB "") (NN herab-Fenster) ($LRB "") ($. .)",True
Defenestrationen hat es früher viel gegeben.,(S (NN Defenestrationen) (VAFIN hat) (PPER es) (VP (ADJD früher) (ADV viel) (VVPP gegeben))) ($. .),True
Zum Beispiel im Mittel-alter.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPRART im) (NN Mittel-alter)) ($. .),False
Sehr bekannt ist die 1. Prager Fenstersturz gewesen.,(S (AP (ADV Sehr) (ADJD bekannt)) (VAFIN ist) (NP (ART die) (ADJA 1.) (ADJA Prager) (NN Fenstersturz)) (VP (VAPP gewesen))) ($. .),True
Wenn Defenestration mit Absicht passiert ist es Gewalt.,(S (S (KOUS Wenn) (NN Defenestration) (PP (APPR mit) (NN Absicht)) (VVFIN passiert)) (VAFIN ist) (PPER es) (NN Gewalt)) ($. .),True
Zum Beispiel durch Mord.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR durch) (NN Mord)) ($. .),False
Wenn Defenestration aus Versehen passieren ist es oft ein Unfall.,(S (S (KOUS Wenn) (NN Defenestration) (PP (APPR aus) (NN Versehen)) (VVFIN passieren)) (VAFIN ist) (PPER es) (ADV oft) (NP (ART ein) (NN Unfall))) ($. .),True
Zum Beispiel durch einen Absturz.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR durch) (ART einen) (NN Absturz)) ($. .),False
"Defenestration heißt, \newline jemand fällt aus dem Fenster.","(S (NN Defenestration) (VVFIN heißt)) ($, ,) (NE \newline)",True
Eine Defenestration kann aus Versehen passieren.,(S (NP (ART Eine) (NN Defenestration)) (VMFIN kann) (VP (PP (APPR aus) (NN Versehen)) (VVINF passieren))) ($. .),True
Oder mit Absicht passieren.,(S (KON Oder) (PP (APPR mit) (NN Absicht)) (VVINF passieren)) ($. .),True
"Zum Beispiel,  \newline wenn jemand eine andere Person aus dem Fenster wirft.","(PP (APPRART Zum) (NN Beispiel)) ($, ,) ($.  ) (S (ADV \newline) (S (KOUS wenn) (PIS jemand) (NP (ART eine) (ADJA andere) (NN Person)) (PP (APPR aus) (ART dem) (NN Fenster)) (VVFIN wirft))) ($. .)",True
Das Wort definitiv ist ein Adjektiv.,(S (NP (ART Das) (NN Wort) (ADJD definitiv)) (VAFIN ist) (NP (ART ein) (NN Adjektiv))) ($. .),True
Etwas ist definitiv wenn es nicht mehr verändert werden kann.,(S (PIS Etwas) (VAFIN ist) (ADJD definitiv) (S (KOUS wenn) (PPER es) (AVP (PTKNEG nicht) (ADV mehr)) (VP (VVPP verändert) (VAINF werden)) (VMFIN kann))) ($. .),True
Bei einer Deflation gibt es zu viele Waren.,(S (PP (APPR Bei) (ART einer) (NN Deflation)) (VVFIN gibt) (PPER es) (NP (AP (PTKA zu) (PIAT viele)) (NN Waren))) ($. .),True
Die Menschen kaufen die Waren nicht.,(S (NP (ART Die) (NN Menschen)) (VVFIN kaufen) (NP (ART die) (NN Waren)) (PTKNEG nicht)) ($. .),True
Das heißt: \newline Das Angebot ist größer als die Nachfrage.,(S (PDS Das) (VVFIN heißt)) ($. :) (NE \newline),True
Die Firmen wollen ihre Waren verkaufen.,(S (NP (ART Die) (NN Firmen)) (VMFIN wollen) (VP (NP (PPOSAT ihre) (NN Waren)) (VVINF verkaufen))) ($. .),True
Deshalb verkaufen sie ihre Waren billiger.,(S (PROAV Deshalb) (VVFIN verkaufen) (PPER sie) (NP (PPOSAT ihre) (NN Waren)) (ADJD billiger)) ($. .),True
Das Gegenteil von De­fla­ti­on ist  Inflation.,(S (NP (ART Das) (NN Gegenteil) (PP (APPR von) (NN De­fla­ti­on))) (VAFIN ist) (NN  ) (NN Inflation)) ($. .),True
Deflation heißt: \newline Alle Waren kosten auf einmal weniger Geld.,(S (NN Deflation) (VVFIN heißt)) ($. :) (NE \newline),True
Zum Beispiel: \newline Wenn man für Milch weniger Geld zahlen muss als letztes Jahr.,(PP (APPRART Zum) (NN Beispiel)) ($. :) (NE \newline),False
Ein Dekolleté kann erotisch sein.,(S (NP (ART Ein) (NN Dekolleté)) (VMFIN kann) (VP (ADJD erotisch) (VAINF sein))) ($. .),True
Weil man viel Haut sieht.,(S (KOUS Weil) (PIS man) (NP (PIAT viel) (NN Haut)) (VVFIN sieht)) ($. .),True
Und einen Teil der Brust.,(S (KON Und) (NP (ART einen) (NN Teil) (NP (ART der) (NN Brust)))) ($. .),False
Ein Dekolleté geht vom Hals bis zum Busen einer Frau.,(S (NP (ART Ein) (NN Dekolleté)) (VVFIN geht) (PP (APPRART vom) (NN Hals)) (APPR bis) (APPRART zum) (NN Busen) (NP (ART einer) (NN Frau))) ($. .),True
"Man sieht viel Haut, \newline zwischen Hals und dem Ende der Ober-kleider.","(S (PIS Man) (VVFIN sieht) (PIAT viel) (NN Haut)) ($, ,) (NP (NP (FM \newline) (PP (APPR zwischen) (CNP (NN Hals) (KON und) (NP (ART dem) (NN Ende) (NP (ART der) (NN Ober-kleider))))))) ($. .)",True
In Deutschland ist ein Dekret meistens ein Erlass.,(S (PP (APPR In) (NE Deutschland)) (VAFIN ist) (NP (ART ein) (NN Dekret)) (ADV meistens) (NP (ART ein) (NN Erlass))) ($. .),True
"Das heißt, \newline Die Exekutive macht eine Regel für die Menschen im Land.","(S (PDS Das) (VVFIN heißt)) ($, ,) (NE \newline)",True
Ein Dekret ist eine Entscheidung.,(S (NP (ART Ein) (NN Dekret)) (VAFIN ist) (NP (ART eine) (NN Entscheidung))) ($. .),True
Zum Beispiel mit einer Regel.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR mit) (ART einer) (NN Regel)) ($. .),False
Oder einer Verordnung.,(CNP (KON Oder) (NP (ART einer) (NN Verordnung))) ($. .),False
Oder einem Gesetz.,(CNP (KON Oder) (NP (ART einem) (NN Gesetz))),False
Ein Dekret kann eine Behörde machen.,(S (NP (ART Ein) (NN Dekret)) (VMFIN kann) (NP (ART eine) (NN Behörde)) (VP (VP (VVINF  )) (VVINF machen))) ($. .),True
Oder eine Regierung kann ein Dekret machen.,(S (KON Oder) (NP (ART eine) (NN Regierung)) (VMFIN kann) (VP (NP (ART ein) (NN Dekret)) (VVINF machen))) ($. .),True
Beim Delfinschwimmen bewegt der Sportler beide Arme gleichzeitig.,(S (PP (APPRART Beim) (NN Delfinschwimmen)) (VVFIN bewegt) (NP (ART der) (NN Sportler)) (NP (PIAT beide) (NN Arme)) (ADJD gleichzeitig)) ($. .),True
Beide Arme werden über den Kopf nach vorne ins Wasser bewegt.,(S (NP (PIAT Beide) (NN Arme)) (VAFIN werden) (VP (PP (APPR über) (ART den) (NN Kopf)) (PP (APPR nach) (ADV vorne)) (PP (APPRART ins) (NN Wasser)) (VVPP bewegt))) ($. .),True
Beine und Füße bewegt man gleichzeitig dazu.,(S (CNP (NN Beine) (KON und) (NN Füße)) (VVFIN bewegt) (PIS man) (ADJD gleichzeitig) (PROAV dazu)) ($. .),True
Hoch und runter.,(CAVP (PTKVZ Hoch) (KON und) (PTKVZ runter)) ($. .),False
"Delfinschwimmen \newline  \newline Weil das Delfinschwimmen wie ein Schmetterling aussieht, \newline sagt man auch Schmetterlingsschwimmen dazu.",(NN Delfinschwimmen) (NE \newline),False
Delfinschwimmen ist eine besondere Art zu schwimmen.,(S (NN Delfinschwimmen) (VAFIN ist) (NP (ART eine) (ADJA besondere) (NN Art) (VZ (PTKZU zu) (VVINF schwimmen)))) ($. .),True
Ein Dementi ist verbunden mit:  \newline der richtigen Nachricht \newline Das heißt: \newline die falsche Nachricht wird geändert (richtig) erzählt.,(S (NP (ART Ein) (NN Dementi)) (VAFIN ist) (VP (VVPP verbunden) (APPR mit))) ($. :) ($.  ) (XY \newline) (NP (ART der) (ADJA richtigen) (NN Nachricht)) (XY \newline),True
Das Wort Dementi ist ein Substantiv.,(S (NP (ART Das) (NN Wort) (NN Dementi)) (VAFIN ist) (NP (ART ein) (NN Substantiv))) ($. .),True
"Das Verb dazu ist: \newline dementieren \newline Beispiel: \newline Karin dementiert die Nachricht, sie hat einen neuen Hund.",(S (NP (ART Das) (NN Verb) (PROAV dazu)) (VAFIN ist)) ($. :) (FM \newline) (VVFIN dementieren) (XY \newline),True
"Karin sagt, dass die Nachricht nicht stimmt.","(S (NE Karin) (VVFIN sagt)) ($, ,) (S (KOUS dass) (NP (ART die) (NN Nachricht)) (PTKNEG nicht) (VVFIN stimmt)) ($. .)",True
Sie hat keinen neuen Hund.,(S (PPER Sie) (VAFIN hat) (NP (PIAT keinen) (ADJA neuen) (NN Hund))) ($. .),True
Bei einem Dementi wird gesagt: \newline dass eine Nachricht falsch ist,(S (PP (APPR Bei) (ART einem) (NN Dementi)) (VAFIN wird) (VP (VVPP gesagt))) ($. :) (ADV \newline) (S (KOUS dass) (NP (ART eine) (NN Nachricht)) (ADJD falsch) (VAFIN ist)),True
Bei einer Demenz funktioniert ein Teil vom Gehirn schlecht.,(S (PP (APPR Bei) (ART einer) (NN Demenz)) (VVFIN funktioniert) (NP (ART ein) (NN Teil) (PP (APPRART vom) (NN Gehirn))) (ADJD schlecht)) ($. .),True
Das wird immer schlechter.,(S (PDS Das) (VAFIN wird) (AP (ADV immer) (ADJD schlechter))) ($. .),True
Meistens bekommen ältere Menschen Demenz.,(S (ADV Meistens) (VVFIN bekommen) (NP (ADJA ältere) (NN Menschen)) (NN Demenz)) ($. .),True
Manchmal bekommen auch jüngere Menschen Demenz.,(S (ADV Manchmal) (VVFIN bekommen) (NP (ADV auch) (ADJA jüngere) (NN Menschen)) (NN Demenz)) ($. .),True
Das ist aber sehr selten.,(S (PDS Das) (VAFIN ist) (ADV aber) (AP (ADV sehr) (ADJD selten))) ($. .),True
Menschen mit Demenz vergessen Sachen.,(S (NP (NN Menschen) (PP (APPR mit) (NN Demenz))) (VVFIN vergessen) (NN Sachen)) ($. .),True
Die Menschen vergessen zum Beispiel: • wo sie gerade sind,(S (NP (ART Die) (NN Menschen)) (VVFIN vergessen) (PP (APPRART zum) (NN Beispiel))) ($. :) ($LRB •) (S (PWAV wo) (PPER sie) (ADV gerade) (VAFIN sind)),True
Die Menschen vergessen zum Beispiel: • was sie gerade gemacht haben,(S (NP (ART Die) (NN Menschen)) (VVFIN vergessen) (PP (APPRART zum) (NN Beispiel))) ($. :) ($LRB •) (S (PWS was) (PPER sie) (VP (ADV gerade) (VVPP gemacht)) (VAFIN haben)),True
Die Menschen vergessen zum Beispiel: • was sie machen wollten,(S (NP (ART Die) (NN Menschen)) (VVFIN vergessen) (PP (APPRART zum) (NN Beispiel))) ($. :) (XY •) (S (PWS was) (PPER sie) (VP (VVINF machen)) (VMFIN wollten)),True
Manchmal vergessen die Menschen auch ihren eigenen Namen.,(S (ADV Manchmal) (VVFIN vergessen) (NP (ART die) (NN Menschen)) (NP (ADV auch) (PPOSAT ihren) (ADJA eigenen) (NN Namen))) ($. .),True
Und haben Schwierigkeiten andere Leute zu erkennen.,(S (KON Und) (VAFIN haben) (NN Schwierigkeiten) (VP (NP (ADJA andere) (NN Leute)) (VZ (PTKZU zu) (VVINF erkennen)))) ($. .),True
Zum Beispiel die eigenen Kinder.,(NP (PP (APPRART Zum) (NN Beispiel)) (ART die) (ADJA eigenen) (NN Kinder)) ($. .),False
"Wer Demenz hat, kann schlecht lernen.","(S (PWS Wer) (NN Demenz) (VAFIN hat)) ($, ,) (S (VMFIN kann) (VP (ADJD schlecht) (VVINF lernen))) ($. .)",True
Oder gar nicht mehr.,(S (KON Oder) (AVP (ADV gar) (PTKNEG nicht) (ADV mehr))) ($. .),False
Manchmal erzählen Menschen mit Demenz immer das Gleiche.,(S (ADV Manchmal) (VVFIN erzählen) (NP (NN Menschen) (PP (APPR mit) (NN Demenz))) (ADV immer) (NP (ART das) (NN Gleiche))) ($. .),True
Oder sie erzählen Sachen aus ihrer Kindheit.,(S (KON Oder) (PPER sie) (VVFIN erzählen) (NP (NN Sachen) (PP (APPR aus) (PPOSAT ihrer) (NN Kindheit)))) ($. .),True
Es gibt noch keine Heilung für Demenz.,(S (PPER Es) (VVFIN gibt) (NP (AP (ADV noch) (PIAT keine)) (NN Heilung) (PP (APPR für) (NN Demenz)))) ($. .),True
Die Demenz wird meistens schlimmer.,(S (NP (ART Die) (NN Demenz)) (VAFIN wird) (ADV meistens) (ADJD schlimmer)) ($. .),True
Manche Medikamente helfen bei Demenz.,(S (NP (PIAT Manche) (NN Medikamente)) (VVFIN helfen) (PP (APPR bei) (NN Demenz))) ($. .),True
Damit die Demenz nur langsam schlimmer wird.,(S (KOUS Damit) (NP (ART die) (NN Demenz)) (AP (ADV nur) (ADJD langsam)) (ADJD schlimmer) (VAFIN wird)) ($. .),True
Es gibt verschiedene Arten von Demenz.,(S (PPER Es) (VVFIN gibt) (NP (ADJA verschiedene) (NN Arten) (PP (APPR von) (NN Demenz)))) ($. .),True
Eine Demenz-art heißt Alzheimer.,(S (NP (ART Eine) (NN Demenz-art)) (VVFIN heißt) (NN Alzheimer)) ($. .),True
Alzheimer ist der Name von einem Arzt.,(S (PN (NN Alzheimer)) (VAFIN ist) (NP (ART der) (NN Name) (PP (APPR von) (ART einem) (NN Arzt)))) ($. .),True
Der Arzt hat zum Thema Demenz geforscht.,(S (NP (ART Der) (NN Arzt)) (VAFIN hat) (VP (PP (APPRART zum) (NN Thema) (NN Demenz)) (VVPP geforscht))) ($. .),True
Viele Menschen haben Demenz.,(S (NP (PIAT Viele) (NN Menschen)) (VAFIN haben) (NN Demenz)) ($. .),True
"Zum Beispiel: • In Deutschland haben 1,7 Millionen Menschen Demenz.","(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (S (PP (APPR In) (NE Deutschland)) (VAFIN haben) (NP (NM (CARD 1,7) (NN Millionen)) (NN Menschen)) (NN Demenz)) ($. .)",True
 • In Österreich haben 130 Tausend Menschen Demenz.,(XY  ) (XY •) (S (PP (APPR In) (NE Österreich)) (VAFIN haben) (NP (NM (CARD 130) (NN Tausend)) (NN Menschen)) (NN Demenz)) ($. .),True
 • In der Schweiz haben 128 Tausend Menschen Demenz.,(NE  ),False
Demenz ist eine Krankheit.,(S (NN Demenz) (VAFIN ist) (NP (ART eine) (NN Krankheit))) ($. .),True
Bei einer Demenz ist das Gehirn krank.,(S (PP (APPR Bei) (ART einer) (NN Demenz)) (VAFIN ist) (NP (ART das) (NN Gehirn)) (ADJD krank)) ($. .),True
Menschen mit einer Demenz vergessen immer mehr Sachen.,(S (NP (NN Menschen) (PP (APPR mit) (ART einer) (NN Demenz))) (VVFIN vergessen) (NP (AP (ADV immer) (PIAT mehr)) (NN Sachen))) ($. .),True
Menschen mit Demenz können sich immer weniger merken.,(S (NP (NN Menschen) (PP (APPR mit) (NN Demenz))) (VMFIN können) (VP (PRF sich) (AVP (ADV immer) (ADV weniger)) (VVINF merken))) ($. .),True
Die Zeit vom 8. Jahrhundert vor Christus bis 146 vor Christus war eine besondere Zeit in Griechenland.,(S (NP (ART Die) (NN Zeit) (PP (APPRART vom) (CARD 8.) (NN Jahrhundert) (PP (APPR vor) (NN Christus))) (PP (APPR bis) (CARD 146) (PP (APPR vor) (NN Christus)))) (VAFIN war) (NP (ART eine) (ADJA besondere) (NN Zeit)) (PP (APPR in) (NE Griechenland))) ($. .),True
Manche sagen zu dieser Zeit: Antikes Griechenland.,(S (PIS Manche) (VVFIN sagen) (PP (APPR zu) (PDAT dieser) (NN Zeit))) ($. :) (NP (ADJA Antikes) (NE Griechenland)) ($. .),True
In dieser Zeit haben sich die Menschen bestimmte Geschichten erzählt.,(S (PP (APPR In) (PDAT dieser) (NN Zeit)) (VAFIN haben) (PRF sich) (NP (ART die) (NN Menschen)) (VP (NP (ADJA bestimmte) (NN Geschichten)) (VVPP erzählt))) ($. .),True
Manche sagen zu diesen Geschichten: griechische Mythen \newline oder \newline Griechische Mythologie \newline  \newline In der griechischen Mythen geht es um Helden und Götter.,(S (PIS Manche) (VVFIN sagen) (PP (APPR zu) (PDAT diesen) (NN Geschichten))) ($. :) (NP (ADJA griechische) (NN Mythen)) (CO (FM \newline) (KON oder) (FM \newline)),True
Einer dieser Göttinnen ist Demeter.,(S (NP (PIS Einer) (NP (PDAT dieser) (NN Göttinnen))) (VAFIN ist) (NE Demeter)) ($. .),True
Demeter ist eine von 12 griechischen Göttern.,(S (NE Demeter) (VAFIN ist) (NP (PIS eine) (PP (APPR von) (CARD 12) (ADJA griechischen) (NN Göttern)))) ($. .),True
Demeter ist der Schwester von: • Zeus,(S (NE Demeter) (VAFIN ist) (ART der) (NN Schwester) (APPR von)) ($. :) (XY •) (NP (PP (NE Zeus))),True
Demeter ist der Schwester von: • Hades,(S (NE Demeter) (VAFIN ist) (NP (ART der) (NN Schwester) (APPR von))) ($. :),True
Demeter ist der Schwester von: • Hestia,(S (NE Demeter) (VAFIN ist) (ART der) (NN Schwester) (APPR von)) ($. :) (XY •) (NP (PP (NE Hestia))),True
Demeter ist der Schwester von: • Poseidon und,(S (NE Demeter) (VAFIN ist) (ART der) (NN Schwester) (APPR von)) ($. :) ($LRB •) (NE Poseidon) (KON und),True
Demeter ist der Schwester von: • Hera,(S (NE Demeter) (VAFIN ist) (ART der) (NN Schwester) (APPR von)) ($. :) (XY •) (NP (PP (NE Hera))),True
Zusammen mit Iasion hat Demeter einen Sohn.,(S (PP (ADV Zusammen) (APPR mit) (NE Iasion)) (VAFIN hat) (NE Demeter) (NP (ART einen) (NN Sohn))) ($. .),True
Der Sohn heißt Plutos.,(S (NP (ART Der) (NN Sohn)) (VVFIN heißt) (NE Plutos)) ($. .),True
Zusammen mit Poseidon hat Demeter den Sohn Areion.,(S (PP (ADV Zusammen) (APPR mit) (NE Poseidon)) (VAFIN hat) (NE Demeter) (NP (ART den) (NN Sohn) (NE Areion))) ($. .),True
Zusammen mit Zeus hat Demeter eine Tochter.,(S (PP (ADV Zusammen) (APPR mit) (NE Zeus)) (VAFIN hat) (NE Demeter) (NP (ART eine) (NN Tochter))) ($. .),True
Die Tochter heißt Persephone.,(S (NP (ART Die) (NN Tochter)) (VVFIN heißt) (NE Persephone)) ($. .),True
Demeter ist der Name von einer griechischen Göttin.,(S (NE Demeter) (VAFIN ist) (NP (ART der) (NN Name) (PP (APPR von) (ART einer) (ADJA griechischen) (NN Göttin)))) ($. .),True
Demeter ist die Muttergöttin im Olymp.,(S (NE Demeter) (VAFIN ist) (NP (ART die) (NN Muttergöttin) (PP (APPRART im) (NN Olymp)))) ($. .),True
Demeter ist zuständig für: • die Fruchtbarkeit der Erde,(S (NE Demeter) (VAFIN ist) (AP (ADJD zuständig) (APPR für))) ($. :) ($LRB •) (NP (ART die) (NN Fruchtbarkeit) (NP (ART der) (NN Erde))),True
Demeter ist zuständig für: • Getreide und,(S (NE Demeter) (VAFIN ist) (AP (ADJD zuständig) (APPR für))) ($. :) (XY •) (NN Getreide) (KON und),True
In der römischen Sage ist ihr Name Ceres.,(S (PP (APPR In) (ART der) (ADJA römischen) (NE Sage)) (VAFIN ist) (NP (PPOSAT ihr) (NN Name)) (NE Ceres)) ($. .),True
Deutschland verlor 1918 den Ersten Weltkrieg.,(S (NE Deutschland) (VVFIN verlor) (CARD 1918) (NP (ART den) (ADJA Ersten) (NN Weltkrieg))) ($. .),True
Später wurde ein Vertrag abgehandelt.,(S (ADJD Später) (VAFIN wurde) (NP (ART ein) (NN Vertrag)) (VP (VVPP abgehandelt))) ($. .),True
Der Vertrag hieß Versailler Vertrag.,(S (NP (ART Der) (NN Vertrag)) (VVFIN hieß) (PN (NP (ADJA Versailler) (NN Vertrag)))) ($. .),True
Im Vertrag stand unter anderem der Punkt Demilitarisierung.,(S (PP (APPRART Im) (NN Vertrag)) (VVFIN stand) (NP (PP (APPR unter) (PIS anderem)) (ART der) (NN Punkt) (NN Demilitarisierung))) ($. .),True
Man schaffte das Militär und die Wehrpflicht ab.,(S (PIS Man) (VVFIN schaffte) (CNP (NP (ART das) (NN Militär)) (KON und) (NP (ART die) (NN Wehrpflicht))) (PTKVZ ab)) ($. .),True
1933 kam Adolf Hitler an die Macht.,(S (CARD 1933) (VVFIN kam) (PN (NE Adolf) (NE Hitler)) (PP (APPR an) (ART die) (NN Macht))) ($. .),True
Er hob den Versailler Vertrag auf.,(S (PPER Er) (VVFIN hob) (NP (ART den) (ADJA Versailler) (NN Vertrag)) (PTKVZ auf)) ($. .),True
Er führte die Wehrmacht wieder ein.,(S (PPER Er) (VVFIN führte) (NP (ART die) (NE Wehrmacht)) (ADV wieder) (PTKVZ ein)) ($. .),True
1945 verlor Deutschland den Zweiten Weltkrieg.,(S (CARD 1945) (VVFIN verlor) (NE Deutschland) (NP (ART den) (ADJA Zweiten) (NN Weltkrieg))) ($. .),True
"In der Potsdamer Konferenz wurde besprochen, was mit Deutschland passieren sollte.","(S (PP (APPR In) (ART der) (ADJA Potsdamer) (NN Konferenz)) (VAFIN wurde) (VP (VVPP besprochen))) ($, ,) (S (PWS was) (VP (PP (APPR mit) (NE Deutschland)) (VVINF passieren)) (VMFIN sollte)) ($. .)",True
Unter anderem beseitigte man die Armee in Deutschland.,(S (PP (APPR Unter) (PIS anderem)) (VVFIN beseitigte) (PIS man) (NP (ART die) (NN Armee)) (PP (APPR in) (NE Deutschland))) ($. .),True
"Man hatte Angst, dass es wieder zu einem Weltkrieg kommen könnte.","(S (PIS Man) (VAFIN hatte) (NN Angst)) ($, ,) (NP (S (KOUS dass) (PPER es) (VP (ADV wieder) (PP (APPR zu) (ART einem) (NN Weltkrieg)) (VVINF kommen)) (VMFIN könnte))) ($. .)",True
Als Demilitarisierung bezeichnet man die Beseitung einer Armee.,(S (PP (APPR Als) (NN Demilitarisierung)) (VVFIN bezeichnet) (PIS man) (NP (ART die) (NN Beseitung) (NP (ART einer) (NN Armee)))) ($. .),True
Ein Beispiel wie bei der Demografie geforscht wird.,(S (ART Ein) (NN Beispiel) (S (VP (PWAV wie) (PP (APPR bei) (ART der) (NN Demografie)) (VVPP geforscht)) (VAFIN wird))) ($. .),True
