sent-id,topic,phrase,num_statements,statement_spans,LLAMA predictions
29644,mahatma-gandhi,"Mahatma Gandhi wollte, \newline dass Indien unabhängig wird.",2,"[[0, 1, 2], [4, 5, 6, 7]]","[[0, 1], [2, 3, 4]]"
29645,mahatma-gandhi,Und dass die Inder selbst über ihr Land entscheiden können.,2,"[[0, 1, 3, 4, 8, 9], [5, 6, 7]]","[[1, 2, 3, 4, 5, 6]]"
29646,mahatma-gandhi,Er hat gesagt.,1,,"[[0, 1]]"
29647,mahatma-gandhi,Die Inder sollen ungehorsam sein.,1,,"[[0, 1, 2, 3]]"
29648,mahatma-gandhi,Sie sollen den Engländern nicht gehorchen.,1,,"[[0, 1, 2, 3, 4]]"
29649,mahatma-gandhi,Und sie sollen sich nicht an die ungerechten Gesetze halten.,1,,"[[0, 1, 2, 3, 4, 5, 6, 7]]"
29651,mahatma-gandhi,Die Engländer haben gesagt.,1,,"[[0, 1]]"
29652,mahatma-gandhi,Die Inder müssen für Salz eine Steuer zahlen.,1,,"[[0, 1, 2, 3, 4]]"
29654,mahatma-gandhi,Inder durften selbst kein Salz machen.,1,,"[[1, 2, 3, 4, 5]]"
29656,mahatma-gandhi,Er ist zusammen mit anderen an das Meer marschiert.,2,"[[0, 1, 5, 7, 8], [2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6]]"
29657,mahatma-gandhi,Sie sind 24 Tage lang marschiert.,1,,"[[0, 1, 2, 3]]"
29658,mahatma-gandhi,Viele sagen dazu: Salz-marsch.,1,,"[[0, 1]]"
29659,mahatma-gandhi,"Am Meer haben die Inder aus Salz-wasser, \newline Salz gemacht.",3,"[[0, 1], [2, 4, 8, 9], [5, 6]]","[[0, 1, 2, 3, 4], [5, 6, 7]]"
29660,mahatma-gandhi,Sie haben das Salz verkauft.,1,,"[[0, 1, 2, 3]]"
29661,mahatma-gandhi,Sie haben keine Steuern gezahlt.,1,,"[[0, 1, 2, 3]]"
29662,mahatma-gandhi,Mahatma Gandhi hat noch andere Aktionen gemacht.,1,,"[[0, 1, 2, 3, 4]]"
29663,mahatma-gandhi,Für die Aktionen haben die Engländer ihn immer wieder ins Gefängnis gebracht.,1,,"[[0, 1, 2, 3, 4, 5, 6, 7]]"
29664,mahatma-gandhi,Insgesamt war Mahatma Gandhi 8 Jahre im Gefängnis.,1,,"[[1, 2, 3, 4, 5, 6]]"
29665,mahatma-gandhi,Am 3. Juni 1947 wurde Indien unabhängig.,2,"[[0, 1, 2, 3], [4, 5, 6]]","[[1, 2, 3, 4, 5]]"
29666,mahatma-gandhi,Indien wurde in 2 Staaten geteilt.,1,,"[[0, 1, 2, 3, 4]]"
29668,mahatma-gandhi,Am 30. Januar 1948 hat ein Attentäter Mahatma Gandhi erschossen.,2,"[[0, 1, 2, 3], [4, 6, 7, 8, 9]]","[[2, 3, 4, 5], [6, 7, 8]]"
29669,mahatma-gandhi,Das war in der Stadt New Delhi.,1,,"[[0, 1, 2, 3, 4, 5]]"
29670,mahatma-gandhi,Mahatma Gandhi wurde eingeäschert.,1,,"[[0, 1]]"
29671,mahatma-gandhi,Viele sagen er wurde verbrannt.,1,,"[[1, 2, 3, 4, 5]]"
29672,mahatma-gandhi,Die Asche wurde im Fluss Ganges verstreut.,2,"[[1, 2, 6], [3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
29673,mahatma-gandhi,Mahatma Gandhi war ein indischer Rechts-anwalt.,2,"[[0, 1, 2, 5], [4]]","[[1, 2, 3, 4]]"
29674,mahatma-gandhi,Er hat in Indien gelebt.,1,,"[[0, 1, 2, 3, 4]]"
29675,mahatma-gandhi,Er hat vom Jahr 1869 bis zum Jahr 1948 gelebt.,2,"[[2, 3, 4], [5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7]]"
29676,mahatma-gandhi,"Er war auch ein Widerstands-kämpfer, Publizist, Politiker, Asket und Pazifist.",5,"[[4], [5], [6], [7], [9]]","[[1, 2, 3, 4, 5]]"
29677,mahatma-gandhi,Er hat für die Rechte und die Befreiung seines Volkes gekämpft.,2,"[[4], [7]]","[[1, 2, 3, 4, 5, 6]]"
29678,mahatma-gandhi,Das hat er ohne Gewalt gemacht.,1,,"[[0, 1, 2, 3, 4, 5]]"
29679,mahatma-gandhi,Deshalb ist er für viele ein Vorbild.,1,,"[[0, 1, 2, 3, 4, 5]]"
29680,mahatma-gandhi,Ein Vorbild für gewaltfreien Widerstand.,2,"[[3], [4]]","[[0, 1, 2, 3, 4, 5]]"
29681,mail-apple,Mail gehört zu dem Betriebssystem Mac OS X.,2,"[[4], [5, 6, 7]]","[[0, 1, 2, 3, 4]]"
29682,mail-apple,Mail ist ein E-Mail-Programm.,1,,"[[0, 1, 2]]"
29683,mail-apple,Es wurde von dem Unternehmen Apple hergestellt.,1,,"[[0, 1, 2, 3, 4]]"
29684,mail,Mail ist englisch.,1,,"[[0, 1]]"
29685,mail,"Auf deutsch heißt Mail ""Post"".",1,,"[[1, 2]]"
29686,mail,Das Wort Mail kann verschiedene Bedeutungen haben.,1,,"[[0, 1, 2, 3, 4, 5]]"
29687,mail,Es gibt die elektronische Post.,1,,"[[0, 1, 2, 3]]"
29688,mail,Informationen findet man unter E-Mail.,1,,"[[1, 2, 3]]"
29689,mail,Es gibt ein E-Mail-Programm.,1,,"[[0, 1, 2, 3]]"
29690,mail,Informationen findet man unter Mail (Apple).,2,"[[0, 1, 2, 3, 4], [5]]","[[1, 2], [3, 4]]"
29691,mainstream,Main-stream ist der Geschmack von vielen Menschen.,1,,"[[1, 2, 3, 4, 5]]"
29692,mainstream,"Das heißt, \newline sehr viele Menschen finden etwas gut oder schlecht.",2,"[[8], [10]]","[[0, 1, 2, 3, 4, 5, 6], [7, 8, 9, 10, 11]]"
29693,mainstream,Wenn es sehr viele Menschen sind ist es ein Main-stream.,2,"[[0, 1, 2, 3, 4, 5], [6, 7, 9]]","[[0, 1, 2, 3, 4], [5, 6, 7]]"
29694,mainstream,"Main-stream kann zum Beispiel Musik, eine Zeitung oder ein Fernseh-programm sein.",3,"[[4], [6], [9]]","[[1, 2, 3], [5, 6, 7, 8], [9, 10, 11, 12]]"
29695,mainstream,Das Gegenteil von einem Main-stream ist eine Sub-kultur.,1,,"[[1], [2, 3, 4, 5]]"
29696,mainstream,Das Wort Main-stream ist ein Substantiv.,2,"[[1], [5]]","[[1, 2, 3], [4, 5]]"
29697,mainstream,Es hat die 2 englischen Wörter: • Main (heißt auf Deutsch Haupt  damit sind viele Menschen gemeint),3,"[[0, 1, 3, 4, 5, 7], [8, 9, 10, 11], [13, 14, 15, 16, 17]]","[[2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]"
29698,mainstream,Es hat die 2 englischen Wörter: • Stream (heißt auf Deutsch Strom  damit ist ein bestimmter Geschmack gemeint),3,"[[0, 1, 3, 4, 5, 7], [8, 9, 10, 11], [13, 14, 16, 17, 18]]","[[2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]"
29699,mainstream,"Wenn viele Menschen das gleiche gut finden, \newline gehören sie zum Mainstream.",2,"[[0, 1, 2, 4, 5, 6], [8, 9, 10, 11]]","[[0, 1, 2, 3, 4], [5, 6, 7]]"
29700,mainstream,Main-stream ist alles was sehr viele gut finden.,2,"[[0, 1, 2], [3, 4, 5, 6, 7]]","[[1, 2, 3, 4, 5]]"
29702,mais,Aus den Mais-körnern kann man verschiedene Sachen machen.,1,,"[[0, 1, 2, 3, 4, 5, 6]]"
29710,mais,Mais kann auch Tier-futter sein.,1,,"[[1, 2]]"
29713,mais,Aus Mais kann man auch Bio-ethanol machen.,1,,"[[0, 1, 2, 3, 4, 5]]"
29715,mais,Mais ist eine Getreide-pflanze.,1,,"[[0, 1]]"
29716,mais,Mais kommt aus Mittel-amerika.,1,,"[[0, 1]]"
29717,mais,Mais ist eine hoch-wachsende Pflanze.,1,,"[[0, 1, 2]]"
29718,mais,Mais hat lange und breite Blätter.,2,"[[2], [4]]","[[0, 1, 2, 3, 4]]"
29719,mais,Die Mais-pflanze ist grün.,1,,"[[0, 1, 2]]"
29720,mais,An der Pflanze wachsen Kolben.,1,,"[[0, 1]]"
29721,mais,Im Mais-kolben sind gelbe Körner.,1,,"[[0, 1, 2, 3]]"
