,Unnamed: 0,sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans,english,amr
650,650,1009894,datenschutz,Sämtliche Datenschutzbestimmungen sind im Bundesdatenschutzgesetz enthalten.,4_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Alle 1:=Regeln 2:=für 3:=den 4:= 5:=Daten-schutz 6:=stehen 7:=im 8:=Bundes-daten-schutz-gesetz.,2,"[[0, 6, 7, 8], [2, 5]]",All data protection regulations are contained in the Federal Data Protection Act.,"['# ::snt All data protection regulations are contained in the Federal Data Protection Act.\n(c / contain-01\n      :ARG0 (l / law\n            :name (n / name\n                  :op1 ""Federal""\n                  :op2 ""Data""\n                  :op3 ""Protection""\n                  :op4 ""Act""))\n      :ARG1 (r / regulate-01\n            :ARG0-of (p / protect-01\n                  :ARG1 (d / data))\n            :mod (a / all)))']"
651,651,1009895,datenschutz,"Wer sich nicht an das Gesetz hält, wird bestraft.",5_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Wer 1:=sich 2:=nicht 3:=an 4:=das 5:=Gesetz 6:=hält, 7:=\newline 8:=wird 9:=bestraft.",2,"[[0, 1, 2, 3, 5, 6], [8, 9]]",Anyone who does not obey the law will be punished.,['# ::snt Anyone who does not obey the law will be punished.\n(p / punish-01\n      :ARG1 (a / anyone\n            :ARG0-of (o / obey-01\n                  :polarity -\n                  :ARG1 (l / law))))']
652,652,1009897,datenschutz,Informierte Selbstbestimmung bedeutet: \newline Jeder kann selbst über seine Informationen entscheiden.,7_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Informationelle 1:=Selbstbestimmung 2:=heißt: 3:=\newline 4:=Jeder 5:=darf 6:=selber 7:=über 8:=seine 9:=Daten 10:=entscheiden.,3,"[[0, 1, 2], [4, 5, 6, 10], [7, 8, 9]]",Informed self-determination means: \newline Everyone can decide for themselves about their information.,['# ::snt Informed self-determination means: \\newline Everyone can decide for themselves about their information.\n(m / mean-01\n      :ARG1 (d / decide-01\n            :ARG0 (e / everyone)\n            :ARG3 (ii / information\n                  :poss e)\n            :mod (b / by-oneself))\n      :ARG2 (d2 / decide-01\n            :ARG0 e\n            :ARG3 ii\n            :ARG1-of (ii2 / inform-01\n                  :polarity -)))']
653,653,1009902,datenschutz,Datenschutz ist wichtig für die Demokratie.,12_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Datenschutz 1:=ist 2:=für 3:=eine 4:=Demokratie 5:=wichtig.,2,"[[0, 1, 5], [2, 4]]",Data protection is important for democracy.,['# ::snt Data protection is important for democracy.\n(ii / important-01\n      :ARG1 (p / protect-01\n            :ARG1 (d / data))\n      :ARG2 (d2 / democracy))']
654,654,1009903,datenschutz,Datenschutz bedeutet die Daten von Menschen.,13_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Datenschutz 1:=meint 2:=die 3:=Daten 4:=von 5:=Menschen.,2,"[[0, 1], [4, 5]]",Data protection means people’s data.,['# ::snt Data protection means people’s data.\n(m / mean-01\n      :ARG1 (p / protect-01\n            :ARG1 (d / data))\n      :ARG2 (d2 / data\n            :poss (p2 / person)))']
655,655,1009907,datenschutz,Für diese Informationen besteht kein Datenschutz.,17_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Für 1:=diese 2:=Daten 3:=gibt 4:=es 5:=keinen 6:=Daten-schutz.,2,"[[0, 2], [3, 4, 5, 6]]",There is no data protection for this information.,['# ::snt There is no data protection for this information.\n(p / protect-01\n      :polarity -\n      :ARG0 (ii / information\n            :mod (t / this))\n      :ARG1 (d / data))']
656,656,1009909,datenschutz,Daten sind Informationen über Menschen.,0_short,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Daten 1:=sind 2:=Informationen 3:=über 4:=Menschen.,2,"[[0, 1], [3, 4]]",Data is information about people.,['# ::snt Data is information about people.\n(ii / information\n      :topic (p / person)\n      :domain (d / data))']
657,657,1009915,datenschutz,Niemand darf die Informationen anderer Personen ungefragt nutzen.,6_short,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Keiner 1:=darf 2:=Daten 3:=von 4:=anderen 5:=ohne 6:=Fragen 7:=benutzen.,3,"[[0, 1, 2, 7], [3, 4], [5, 6]]",No one may use other people’s information without permission.,['# ::snt No one may use other people’s information without permission.\n(p / permit-01\n      :polarity -\n      :ARG1 (u / use-01\n            :ARG0 (n / no-one)\n            :ARG1 (ii / information\n                  :poss (p2 / person\n                        :mod (o / other))))\n      :ARG2 n\n      :ARG1-of p)']
658,658,1009917,datenschutz,"Jeder soll selbst bestimmen können, was mit seinen Daten passiert.",8_short,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Jeder 1:=soll 2:=bestimmen 3:=können, 4:=\newline 5:=was 6:=mit 7:=seinen 8:=eigenen 9:=Daten 10:=passiert.",2,"[[0, 1, 2, 3], [5, 6, 7, 8, 9, 10]]",Everyone should be able to decide for themselves what happens with their data.,['# ::snt Everyone should be able to decide for themselves what happens with their data.\n(r / recommend-01\n      :ARG1 (p / possible-01\n            :ARG1 (d / decide-01\n                  :ARG0 (e / everyone)\n                  :ARG1 (e2 / event\n                        :topic (d2 / data\n                              :poss e))\n                  :mod (b / by-oneself))))']
659,659,1009919,dauerwelle,"Um eine Dauerwelle herzustellen, benötigen Sie ein Produkt und Lockenwickler.",0_long,Frisur,2013-02-20T18:45:14Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Um 1:=eine 2:=Dauerwelle 3:=zu 4:=machen 5:=braucht 6:=man 7:=ein 8:=Mittel 9:=und 10:=Lockenwickler.,3,"[[0, 2, 3, 4], [5, 6, 8], [5, 6, 10]]","To create a perm, you will need a product and curlers.","['# ::snt To create a perm, you will need a product and curlers.\n(n / need-01\n      :ARG0 (y / you)\n      :ARG1 (a / and\n            :op1 (p / product)\n            :op2 (p2 / person\n                  :ARG0-of (c / curler-01)))\n      :purpose (c2 / create-01\n            :ARG0 y\n            :ARG1 (p3 / perm)))']"
660,660,1009923,dauerwelle,Dauerwelle erzeugt Locken und Wellen im Haar.,0_short,Frisur,2013-02-20T18:45:14Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Bei 1:=einer 2:=Dauerwelle 3:=werden 4:=Locken 5:=und 6:=Wellen 7:=in 8:=die 9:=Haaren 10:=gemacht.,3,"[[3, 4, 10], [2, 6, 10], [7, 9]]",Perm creates curls and waves in the hair.,"['# ::snt Perm creates curls and waves in the hair.\n(c / create-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Perm""))\n      :ARG1 (a / and\n            :op1 (c2 / curl-01)\n            :op2 (w / wave)\n            :location (h / hair)))']"
661,661,1009927,daumenkino,Sie können das Daumenkino fertig kaufen.,0_long,Film_und_Kino|Technik,2014-03-01T15:38:30Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Ein 1:=Daumen-kino 2:=kann 3:=man 4:=fertig 5:=kaufen.,2,"[[1, 2, 3, 5], [4]]",You can buy the flipbook ready-made.,['# ::snt You can buy the flipbook ready-made.\n(p / possible-01\n      :ARG1 (b / buy-01\n            :ARG0 (y / you)\n            :ARG1 (f / flipbook\n                  :ARG1-of (r / ready-01\n                        :ARG2 (m / make-01\n                              :ARG1 f)))))']
662,662,1009936,daumenkino,Ein Daumenkino ist ein kleines Buch mit Bildern.,0_short,Film_und_Kino|Technik,2014-03-01T15:38:30Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Ein 1:=Daumenkino 2:=ist 3:=ein 4:=kleines 5:=Buch 6:=mit 7:=Bildern.,3,"[[1, 2, 5], [4], [6, 7]]",A flip book is a small book with pictures.,['# ::snt A flip book is a small book with pictures.\n(b / book\n      :mod (s / small)\n      :ARG0-of (h / have-03\n            :ARG1 (p / picture))\n      :domain (b2 / book\n            :ARG1-of (f / flip-01)))']
663,663,1009938,daumenkino,"Wenn Sie schnell in der Zeile \newline scrollen, sieht es so aus, als würde der Film abgespielt.",2_short,Film_und_Kino|Technik,2014-03-01T15:38:30Z,eaab3232dd7a824a6a774fd2f2814e47,"0:=Wenn 1:=man 2:=schnell 3:=durch 4:=blättert, 5:=\newline 6:=sieht 7:=es 8:=so 9:=aus 10:=als 11:=ob 12:=ein 13:=Film 14:=ab-läuft.",4,"[[0, 1, 3, 4], [2, 3, 4], [6, 7, 8, 9], [10, 11, 13, 14]]","If you scroll quickly on the \newline line, it looks like the movie is playing.","['# ::snt If you scroll quickly on the \\newline line, it looks like the movie is playing.\n(l / look-02\n      :ARG0 (ii / it)\n      :ARG1 (p / play-11\n            :ARG0 (m / movie))\n      :condition (s / scroll-01\n            :ARG0 (y / you)\n            :ARG1 (l2 / line\n                  :mod l2\n                  :mod (n / newline))\n            :ARG1-of (q / quick-02)))']"
664,664,1009941,daumenregister,Als Hilfsmittel im Buch dient das Daumenregister.,0_short,Sprache,2014-03-10T10:47:38Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Ein 1:=Daumenregister 2:=ist 3:=eine 4:=Hilfe 5:=an 6:=einem 7:=Buch.,2,"[[4], [5, 7]]",The thumb index serves as an aid in the book.,['# ::snt The thumb index serves as an aid in the book.\n(s / serve-01\n      :ARG0 (ii / index\n            :mod (t / thumb))\n      :ARG1 (a / aid-01\n            :ARG2 (b / book)))']
665,665,1009942,daumenregister,Dies erleichtert das Auffinden von Dingen im Buch.,1_short,Sprache,2014-03-10T10:47:38Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Damit 1:=findet 2:=man 3:=Sachen 4:=im 5:=Buch 6:=schneller.,3,"[[0, 1, 2, 3], [4, 5], [6]]",This makes it easier to find things in the book.,['# ::snt This makes it easier to find things in the book.\n(m / make-02\n      :ARG0 (t / this)\n      :ARG1 (h / have-degree-91\n            :ARG1 (f / find-01\n                  :ARG1 (t2 / thing)\n                  :location (b / book))\n            :ARG2 (e / easy-05\n                  :ARG1 f)\n            :ARG3 (m2 / more)))']
666,666,1009943,dau,"DAUs sind Leute, die nichts über Computer wissen.",0_long,Computer|Internet,2012-12-10T18:08:06Z,28d34f2e053dee2c0e9399a7924cd978,"0:=DAUs 1:=sind 2:=Personen, 3:=\newline 4:=die 5:=keine 6:=Ahnung 7:=von 8:=Computern 9:=haben.",3,"[[0, 1, 2], [4, 5, 6, 9], [6, 7, 8]]",DAUs are people who know nothing about computers.,"['# ::snt DAUs are people who know nothing about computers.\n(p / person\n      :ARG0-of (k / know-01\n            :ARG1 (n / nothing\n                  :topic (c / computer)))\n      :domain (o / organization\n            :name (n2 / name\n                  :op1 ""DAU"")))']"
667,667,1009948,david-bowie,"Dies geschah in London, Großbritannien.",1_long,Musik|Personen,2016-01-11T18:42:10Z,28d34f2e053dee2c0e9399a7924cd978,"0:=Das 1:=war 2:=in 3:=London, 4:=Großbritannien.",2,"[[3], [4]]","This happened in London, UK.","['# ::snt This happened in London, UK.\n(b / be-located-at-91\n      :ARG1 (t / this)\n      :ARG2 (c / city\n            :name (n / name\n                  :op1 ""London"")\n            :location (c2 / country\n                  :name (n2 / name\n                        :op1 ""UK""))))']"
668,668,1009951,david-bowie,In diesem Jahr machte er den Song „Space Oddity“.,4_long,Musik|Personen,2016-01-11T18:42:10Z,28d34f2e053dee2c0e9399a7924cd978,"0:=In 1:=dem 2:=Jahr 3:=hat 4:=er 5:=das 6:=Lied 7:=""Space 8:=Oddity"" 9:=gemacht.",2,"[[0, 2], [3, 4, 6, 7, 8, 9]]",This year he made the song “Space Oddity”.,"['# ::snt This year he made the song “Space Oddity”.\n(m / make-01\n      :ARG0 (h / he)\n      :ARG1 (s / song\n            :name (n / name\n                  :op1 ""Space""\n                  :op2 ""Oppity""))\n      :time (y / year\n            :mod (t / this)))']"
669,669,1009952,david-bowie,David Bowie hat mit vielen anderen Musikern und Gruppen zusammengearbeitet.,5_long,Musik|Personen,2016-01-11T18:42:10Z,28d34f2e053dee2c0e9399a7924cd978,0:=David 1:=Bowie 2:=hat 3:=mit 4:=vielen 5:=anderen 6:=Musikern 7:=und 8:=Gruppen 9:=zusammen 10:=gearbeitet.,2,"[[6], [8]]",David Bowie has collaborated with many other musicians and groups.,"['# ::snt David Bowie has collaborated with many other musicians and groups.\n(c / collaborate-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""David""\n                  :op2 ""B Bowie""))\n      :ARG1 (a / and\n            :op1 (m / musician)\n            :op2 (g / group)\n            :mod (o / other)\n            :quant (m2 / many)))']"
670,670,1009965,david-bowie,Er hat einen Stern auf dem Hollywood Walk of Fame.,18_long,Musik|Personen,2016-01-11T18:42:10Z,28d34f2e053dee2c0e9399a7924cd978,0:=Er 1:=hat 2:=einen 3:=Stern 4:=auf 5:=dem 6:=Hollywood 7:=Walk 8:=of 9:=Fame.,3,"[[0, 1, 3], [4, 7, 8, 9], [6]]",He has a star on the Hollywood Walk of Fame.,"['# ::snt He has a star on the Hollywood Walk of Fame.\n(h / have-03\n      :ARG0 (h2 / he)\n      :ARG1 (s / star\n            :location (f / facility\n                  :name (n / name\n                        :op1 ""Hollywood""\n                        :op2 ""Walk""\n                        :op3 ""of""\n                        :op4 ""Fame""))))']"
671,671,1009966,david-bowie,David Bowie war Musiker und Schauspieler.,0_short,Musik|Personen,2016-01-11T18:42:10Z,28d34f2e053dee2c0e9399a7924cd978,0:=David 1:=Bowie 2:=war 3:=ein 4:=Musiker 5:=und 6:=Schauspieler.,2,"[[4], [6]]",David Bowie was a musician and actor.,"['# ::snt David Bowie was a musician and actor.\n(a / and\n      :op1 (m / musician)\n      :op2 (p / person\n            :ARG0-of (a2 / act-01))\n      :domain (p2 / person\n            :name (n / name\n                  :op1 ""David""\n                  :op2 ""B Bowie"")))']"
672,672,1009968,dbt,Dies hilft Menschen mit Borderline-Persönlichkeitsstörung.,1_short,,2020-07-04T07:35:34Z,4a8d7c87339c287de35ba4be954bbfbf,0:=Damit 1:=hilft 2:=man 3:=Menschen 4:=mit 5:=Borderline-Persönlichkeits-störung.,2,"[[0, 1, 2, 3], [4, 5]]",This helps people with borderline personality disorder.,['# ::snt This helps people with borderline personality disorder.\n(h / help-01\n      :ARG0 (t / this)\n      :ARG1 (p / person\n            :ARG0-of (h2 / have-03\n                  :ARG1 (d / disorder\n                        :mod (p2 / personality\n                              :mod (b / borderline))))))']
673,673,1009969,dbt,Das ist eine Krankheit der Seele.,2_short,,2020-07-04T07:35:34Z,4a8d7c87339c287de35ba4be954bbfbf,0:=Das 1:=ist 2:=eine 3:=Krankheit 4:=der 5:=Seele.,2,"[[0, 1], [4, 5]]",This is a disease of the soul.,['# ::snt This is a disease of the soul.\n(d / disease\n      :domain (t / this)\n      :poss (s / soul))']
674,674,1009970,dbt,In der Therapie gehen Sie zu einem Psychotherapeuten.,3_short,,2020-07-04T07:35:34Z,4a8d7c87339c287de35ba4be954bbfbf,0:=Für 1:=die 2:=Therapie 3:=geht 4:=man 5:=zu 6:=einem 7:=Psycho-therapeuten.,2,"[[0, 2], [3, 4, 5, 7]]",In therapy you go to a psychotherapist.,['# ::snt In therapy you go to a psychotherapist.\n(g / go-02\n      :ARG0 (y / you)\n      :ARG4 (p / psychotherapist)\n      :time (t / therapy))']
675,675,1009971,dbt,Dies ist ein Heiler der Seele.,4_short,,2020-07-04T07:35:34Z,4a8d7c87339c287de35ba4be954bbfbf,0:=Das 1:=ist 2:=ein 3:=Behandler 4:=für 5:=die 6:=Seele.,2,"[[0, 1], [4, 6]]",This is a healer of the soul.,['# ::snt This is a healer of the soul.\n(h / heal-01\n      :ARG0 (t / this)\n      :ARG1 (s / soul))']
676,676,1009974,dbt,"Das bedeutet, dass hier behandelt wird, was Sie tun.",7_short,,2020-07-04T07:35:34Z,4a8d7c87339c287de35ba4be954bbfbf,"0:=Das 1:=bedeutet, 2:=dass 3:=hier 4:=behandelt 5:=wird, 6:=was 7:=man 8:=tut.",2,"[[2, 3, 4, 5], [6, 7, 8]]",This means that what you do is covered here.,['# ::snt This means that what you do is covered here.\n(m / mean-01\n      :ARG1 (t / this)\n      :ARG2 (c / cover-03\n            :ARG1 (t2 / thing\n                  :ARG1-of (d / do-02\n                        :ARG0 (y / you)))\n            :location (h / here)))']
677,677,1009975,dbt,"Dies könnte zum Beispiel darin bestehen, sich selbst oder andere zu verletzen.",8_short,,2020-07-04T07:35:34Z,4a8d7c87339c287de35ba4be954bbfbf,"0:=Das 1:=kann 2:=zum 3:=Beispiel 4:=sein, 5:=dass 6:=man 7:=sich 8:=selbst 9:=oder 10:=anderen 11:=weh 12:=tut.",3,"[[0, 1, 2, 3, 4], [5, 6, 7, 8, 11, 12], [5, 6, 10, 11, 12]]","This could, for example, involve hurting yourself or others.","['# ::snt This could, for example, involve hurting yourself or others.\n(p / possible-01\n      :ARG1 (ii / involve-01\n            :ARG1 (h / hurt-01\n                  :ARG1 (o / or\n                        :op1 (y / you)\n                        :op2 (p2 / person\n                              :mod (o2 / other))))\n            :ARG2 (t / this)\n            :ARG0-of (e / exemplify-01)))']"
678,678,1009976,dbt,"DBT hilft Ihnen, es zu stoppen.",9_short,,2020-07-04T07:35:34Z,4a8d7c87339c287de35ba4be954bbfbf,"0:=DBT 1:=hilft 2:=einem 3:=dabei, 4:=das 5:=nicht 6:=mehr 7:=zu 8:=machen.",2,"[[0, 1, 2, 3], [4, 5, 6, 7, 8]]",DBT helps you stop it.,"['# ::snt DBT helps you stop it.\n(h / help-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""DBT""))\n      :ARG1 (s / stop-01\n            :ARG0 (y / you)\n            :ARG1 (ii / it))\n      :ARG2 y)']"
679,679,1009981,de-cix,Weltweit gibt es etwa 340 Netzwerkknoten.,4_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-02-01T21:54:47Z,28d34f2e053dee2c0e9399a7924cd978,0:=Auf 1:=der 2:=ganzen 3:=Welt 4:=gibt 5:=es 6:=ungefähr 7:=340 8:=Netz-knoten.,2,"[[0, 2, 3], [4, 5, 6, 7, 8]]",There are about 340 network nodes worldwide.,['# ::snt There are about 340 network nodes worldwide.\n(b / be-located-at-91\n      :ARG1 (n / node\n            :quant 340\n            :mod (n2 / network))\n      :ARG2 (w / worldwide))']
680,680,1009984,de-cix,Der BND leitet die Informationen auch an den Spionagedienst der NSA weiter.,7_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-02-01T21:54:47Z,28d34f2e053dee2c0e9399a7924cd978,0:=Der 1:=BND 2:=gibt 3:=die 4:=Daten 5:=auch 6:=an 7:=den 8:=Spionage-dienst 9:=NSA 10:=weiter.,2,"[[1, 2, 4, 10], [5, 6, 8, 9]]",The BND also passes the information on to the NSA spy service.,"['# ::snt The BND also passes the information on to the NSA spy service.\n(p / pass-05\n      :ARG0 (p2 / publication\n            :name (n / name\n                  :op1 ""BND""))\n      :ARG1 (ii / information)\n      :ARG2 (s / service\n            :mod (s2 / spy-01)\n            :mod (g / government-organization\n                  :name (n2 / name\n                        :op1 ""NSA"")))\n      :mod (a / also))']"
681,681,1009985,de-cix,DE-CIX ist der Name eines Internetknotens.,0_short,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-02-01T21:54:47Z,28d34f2e053dee2c0e9399a7924cd978,0:=DE-CIX 1:=ist 2:=der 3:=Name 4:=von 5:=einem 6:=Internet-knoten.,2,"[[0, 1], [4, 6]]",DE-CIX is the name of an Internet exchange point.,"['# ::snt DE-CIX is the name of an Internet exchange point.\n(n / name-01\n      :ARG1 (p / product\n            :name (n2 / name\n                  :op1 ""DE-CIX""))\n      :ARG2 (p2 / point\n            :mod (e / exchange-01\n                  :ARG1 (ii / internet))))']"
682,682,1009987,de-facto,"Auf Deutsch bedeutet es „aus den Tatsachen, den Tatsachen entsprechend“.",1_long,Ohne_Kategorie,2012-04-11T08:37:32Z,c2a3161aaa81e977e80fd1ffa03a4bb0,"0:=Es 1:=heißt 2:=auf 3:=deutsch 4:=""von 5:=der 6:=Tat 7:=her, 8:=den 9:=Tatsachen 10:=nach"".",2,"[[4, 6, 7], [9, 10]]","In German it means “from the facts, according to the facts”.","['# ::snt In German it means “from the facts, according to the facts”.\n(m / mean-01\n      :ARG1 (ii / it)\n      :ARG2 (b / be-from-91\n            :ARG2 (f / fact)\n            :ARG1-of (s / say-01\n                  :ARG0 f))\n      :medium (l / language\n            :name (n / name\n                  :op1 ""German"")))']"
683,683,1009993,deakzession,Während der Trennung wird Platz für Neues geschaffen.,0_short,Ohne_Kategorie,2014-05-06T08:17:23Z,af28a20dfb151690981ee13d72ce655c,0:=Bei 1:=einer 2:=Deakzession 3:=wird 4:=für 5:=neue 6:=Sachen 7:=Platz 8:=gemacht.,3,"[[3, 7, 8], [4, 6], [5, 6]]","During the separation, space is created for new things.","['# ::snt During the separation, space is created for new things.\n(c / create-01\n      :ARG1 (s / space)\n      :ARG4 (t / thing\n            :ARG1-of (n / new-01))\n      :time (s2 / separate-01))']"
684,684,1009994,deakzession,Beispielbibliothek: • Alte Bücher werden sortiert und abtransportiert,1_short,Ohne_Kategorie,2014-05-06T08:17:23Z,af28a20dfb151690981ee13d72ce655c,0:=Beispiel 1:=Bücherei: 2:=• 3:=alte 4:=Bücher 5:=werden 6:=sortiert 7:=und 8:=weg-gebracht,3,"[[3], [5, 6], [5, 8]]",Example library: • Old books are sorted and removed,['# ::snt Example library: • Old books are sorted and removed\n(e / exemplify-01\n      :ARG0 (l / library)\n      :ARG1 (a / and\n            :op1 (s / sort-01\n                  :ARG1 (b / book\n                        :mod (o / old)))\n            :op2 (r / remove-01\n                  :ARG1 b)))']
685,685,1009997,debatte,Diskussion hat Regeln.,2_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-01-30T06:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Für 1:=das 2:=Gespräch 3:=gibt 4:=es 5:=Regeln.,2,"[[0, 2], [3, 4, 5]]",Discussion has rules.,['# ::snt Discussion has rules.\n(h / have-03\n      :ARG0 (d / discuss-01)\n      :ARG1 (r / rule))']
686,686,1009998,debatte,Die Leute rechtfertigen es.,3_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-01-30T06:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Die 1:=Leute 2:=sagen 3:=Argumente 4:=für 5:=das 6:=Thema.,2,"[[1, 2], [4, 6]]",People justify it.,['# ::snt People justify it.\n(j / justify-01\n      :ARG0 (p / person)\n      :ARG1 (ii / it))']
687,687,1010000,debatte,"Menschen versuchen, andere von ihrer Meinung zu überzeugen.",5_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-01-30T06:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Die 1:=Leute 2:=versuchen 3:=die 4:=anderen 5:=von 6:=ihrer 7:=Meinung 8:=zu 9:=überzeugen.,2,"[[1, 2], [4, 5, 6, 7, 8, 9]]",People try to convince others of their opinion.,['# ::snt People try to convince others of their opinion.\n(t / try-01\n      :ARG0 (p / person)\n      :ARG1 (c / convince-01\n            :ARG0 p\n            :ARG1 (o / other)\n            :ARG2 (o2 / opine-01\n                  :ARG0 o)))']
688,688,1010001,debatte,Es gibt eine Debatte in der Politik.,6_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-01-30T06:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=In 1:=der 2:=Politik 3:=gibt 4:=es 5:=Debatten.,2,"[[0, 2], [3, 4, 5]]",There is a debate in politics.,['# ::snt There is a debate in politics.\n(d / debate-01\n      :location (p / politics))']
689,689,1010003,debatte,Dann sprechen die Politiker im Parlament.,8_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-01-30T06:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Dann 1:=reden 2:=die 3:=Politiker 4:=im 5:=Parlament.,2,"[[0, 1, 3], [4, 5]]",Then the politicians speak in parliament.,"['# ::snt Then the politicians speak in parliament.\n(s / speak-01\n      :ARG0 (p / politician)\n      :location (g / government-organization\n            :name (n / name\n                  :op1 ""Parliament""))\n      :time (t / then))']"
690,690,1010004,debatte,Sie bringen ihre Argumente für das Gesetz vor.,9_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2015-01-30T06:01:49Z,6275ee07d0785a2da491fbb224064f23,0:=Sie 1:=sagen 2:=ihre 3:=Argumente 4:=für 5:=das 6:=Gesetz.,2,"[[0, 1], [4, 6]]",They present their arguments for the law.,['# ::snt They present their arguments for the law.\n(p / present-01\n      :ARG0 (t / they)\n      :ARG1 (a / argue-01\n            :ARG0 t\n            :ARG1 (l / law)))']
691,691,1010009,debut,"Jemand gibt sein Debüt, \newline ist ein Debüt.",0_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2020-11-24T09:29:50Z,cb58e1150e0b08f129454e5a88dec780,"0:=Jemand 1:=der 2:=ein 3:=Debüt 4:=macht, 5:=\newline 6:=ist 7:=ein 8:=Debütant.",2,"[[1, 3, 4], [6, 8]]","Someone makes his debut, \newline is a debut.","['# ::snt Someone makes his debut, \\newline is a debut.\n(d / debut-01\n      :ARG0 (s / someone)\n      :ARG1 (p / person\n            :name (n / name\n                  :op1 "" \\newline""))\n      :ARG1-of (d2 / debut-01))']"
692,692,1010010,debut,Das Debüt ist das Erstlingswerk.,0_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2020-11-24T09:29:50Z,cb58e1150e0b08f129454e5a88dec780,0:=Ein 1:=Debut 2:=ist 3:=eine 4:=erste 5:=Arbeit.,2,"[[1, 2], [4]]",The debut is the first work.,['# ::snt The debut is the first work.\n(w / work-12\n      :ord (o / ordinal-entity\n            :value 1)\n      :domain (d / debut-01))']
693,693,1010011,debut,Sie zeigen sie zum ersten Mal anderen.,1_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2020-11-24T09:29:50Z,cb58e1150e0b08f129454e5a88dec780,0:=Man 1:=zeigt 2:=sie 3:=zum 4:=ersten 5:=mal 6:=anderen 7:=Menschen.,2,"[[3, 4, 5], [6, 7]]",They are showing them to others for the first time.,['# ::snt They are showing them to others for the first time.\n(s / show-01\n      :ARG0 (t / they)\n      :ARG1 (t2 / they)\n      :ARG2 (p / person\n            :mod (o / other))\n      :ord (o2 / ordinal-entity\n            :value 1))']
694,694,1010020,deckname,Oder es wurde im Internet ein Alias ​​verwendet.,6_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-01-19T20:23:11Z,48f66906899cc4a9477b6c9e32ff4424,0:=Oder 1:=Menschen 2:=benutzten 3:=im 4:=Internet 5:=einen 6:=Deck-namen.,2,"[[1, 2, 6], [3, 4]]",Or an alias was used on the Internet.,['# ::snt Or an alias was used on the Internet.\n(o / or\n      :op2 (u / use-01\n            :ARG1 (a / alias)\n            :location (ii / internet)))']
